id,name,school_type,state,web_address,has_destinations,has_naplan
85739,OneSchool Global NSW - Mount Victoria ,Combined School - Independent,N/A,www.oneschoolglobal.com/campus/australia/mount-victoria/,No,No
85740,OneSchool Global NSW - Orange,Combined School - Independent,N/A,www.oneschoolglobal.com/campus/australia/orange/,No,No
85741,OneSchool Global NSW - Wagga Wagga,Combined School - Independent,N/A,https://www.oneschoolglobal.com/campus/australia/wagga-wagga/,No,No
68765,Oran Park Anglican College,Combined School - Independent,N/A,www.opac.nsw.edu.au,Yes,Yes
69645,Orana Steiner School,Combined School - Independent,N/A,www.oranaschool.com,No,Yes
74110,Orange Anglican Grammar School,Combined School - Independent,N/A,www.oags.nsw.edu.au,Yes,Yes
76368,Orange Christian School,Combined School - Independent,N/A,www.ocs.nsw.edu.au,Yes,Yes
77066,Ormiston College,Combined School - Independent,N/A,www.ormistoncollege.com.au,No,Yes
70664,Overnewton Anglican Community College,Combined School - Independent,N/A,www.overnewton.vic.edu.au,Yes,Yes
71214,Oxford Falls Grammar,Combined School - Independent,N/A,www.ofgs.nsw.edu.au,Yes,Yes
72103,Oxley Christian College,Combined School - Independent,N/A,https://www.oxley.vic.edu.au,Yes,Yes
68753,Oxley College,Combined School - Independent,N/A,www.oxley.nsw.edu.au,Yes,Yes
68216,Pacific Coast Christian School,Combined School - Independent,N/A,www.pacificcoast.nsw.edu.au/pccs/,Yes,Yes
68909,Pacific Hills Christian School,Combined School - Independent,N/A,www.pacifichills.nsw.edu.au/phcs/index.php,Yes,Yes
75631,Pacific Hope School,Combined School - Independent,N/A,www.pacifichope.nsw.edu.au/,No,No
73661,Pacific Lutheran College,Combined School - Independent,N/A,www.pacificlutheran.qld.edu.au,Yes,Yes
70521,Pacific Valley Christian School,Combined School - Independent,N/A,www.pacificvalley.nsw.edu.au/pvcs/,Yes,Yes
76242,Pal Buddhist School,Combined School - Independent,N/A,www.pal.nsw.edu.au,Yes,Yes
74464,Palmerston Christian School,Combined School - Independent,N/A,www.pcs.nt.edu.au,No,Yes
74243,Parkes Christian School,Combined School - Independent,N/A,parkescs.nsw.edu.au/,Yes,Yes
70041,Parklands Christian College,Combined School - Independent,N/A,https://parklands.qld.edu.au/,No,Yes
70103,Parnngurr Community School,Combined School - Independent,N/A,www.parnngurrschool.wa.edu.au/,No,Yes
69390,Peace Lutheran College,Combined School - Independent,N/A,www.plc.qld.edu.au/,No,Yes
76768,Pedare Christian College,Combined School - Independent,N/A,www.pedarecc.sa.edu.au/,No,Yes
69579,Pembroke School,Combined School - Independent,N/A,www.pembroke.sa.edu.au/,No,Yes
69746,Peninsula Grammar,Combined School - Independent,N/A,www.peninsulagrammar.vic.edu.au/,Yes,Yes
75606,Penleigh and Essendon Grammar School,Combined School - Independent,N/A,www.pegs.vic.edu.au,Yes,Yes
70600,Penrhos College,Combined School - Independent,N/A,https://www.penrhos.wa.edu.au,No,Yes
69109,Penrith Anglican College,Combined School - Independent,N/A,www.pac.nsw.edu.au,Yes,Yes
77089,Penrith Christian School,Combined School - Independent,N/A,www.pcs.nsw.edu.au,Yes,Yes
68950,Peregian Beach College,Combined School - Independent,N/A,www.pbc.qld.edu.au,No,Yes
71596,Peregrine School,Combined School - Independent,N/A,www.peregrine.tas.edu.au,No,Yes
73133,Perth College,Combined School - Independent,N/A,www.perthcollege.wa.edu.au,No,Yes
75734,Perth Individual College,Combined School - Independent,N/A,www.pi.wa.edu.au,No,Yes
85221,Perth Montessori School,Combined School - Independent,N/A,www.perthmontessori.com,No,No
77311,Perth Waldorf School,Combined School - Independent,N/A,www.pws.wa.edu.au,No,Yes
76633,Peter Carnley Anglican Community School,Combined School - Independent,N/A,www.pcacs.wa.edu.au,No,Yes
71020,Peter Moyes Anglican Community School,Combined School - Independent,N/A,www.petermoyes.wa.edu.au,Yes,Yes
73853,Pinnacle College,Combined School - Independent,N/A,www.pinnacle.sa.edu.au,No,Yes
74091,Pittwater House,Combined School - Independent,N/A,www.pittwaterhouse.com.au,Yes,Yes
71327,Playford College,Combined School - Independent,N/A,www.playfordcollege.sa.edu.au/,No,Yes
70804,PLC Armidale,Combined School - Independent,N/A,www.plcarmidale.nsw.edu.au,No,Yes
70578,PLC Sydney,Combined School - Independent,N/A,www.plc.nsw.edu.au,Yes,Yes
75310,Plenty Valley Christian College,Combined School - Independent,N/A,www.pvcc.vic.edu.au,Yes,Yes
86163,Port Vila International School,Combined School - Independent,N/A,www.pvis.edu.vu,No,No
77241,Portside Christian College,Combined School - Independent,N/A,www.portside.sa.edu.au,No,Yes
71302,Presbyterian Ladies' College - Perth,Combined School - Independent,N/A,www.plc.wa.edu.au,No,Yes
72907,Presbyterian Ladies’ College – Melbourne,Combined School - Independent,N/A,www.plc.vic.edu.au,Yes,Yes
76013,Prescott College Southern,Combined School - Independent,N/A,www.prescottcollegesouthern.com.au,No,Yes
73055,Preshil The Margaret Lyttle Memorial School,Combined School - Independent,N/A,www.preshil.vic.edu.au,Yes,Yes
69580,Prince Alfred College,Combined School - Independent,N/A,www.pac.edu.au/,No,Yes
72630,Prince of Peace Lutheran College,Combined School - Independent,N/A,www.princeofpeace.qld.edu.au,No,Yes
76294,Providence Christian College,Combined School - Independent,N/A,www.providence.wa.edu.au,Yes,Yes
77173,Pulteney Grammar School,Combined School - Independent,N/A,www.pulteney.sa.edu.au,No,Yes
70635,Purnululu Aboriginal Independent Community School,Combined School - Independent,N/A,www.ais.wa.edu.au/school-details/11939,No,Yes
76213,Pymble Ladies College,Combined School - Independent,N/A,www.pymblelc.nsw.edu.au,Yes,Yes
86149,Qian Huang International College,Combined School - Independent,N/A,http://www.sam-china.net/,No,No
86185,Qingdao Guokai Middle School,Combined School - Independent,N/A,https://eqi.com.au/find-a-school/eqi-school-list,No,No
86150,Qingdao Weiming School,Combined School - Independent,N/A,www.wmjyqd.net,No,No
70068,Queenwood School for Girls,Combined School - Independent,N/A,www.queenwood.nsw.edu.au,Yes,Yes
68767,Quinns Baptist College,Combined School - Independent,N/A,www.qbc.wa.edu.au,No,Yes
69260,Radford College,Combined School - Independent,N/A,www.radford.act.edu.au,No,Yes
72703,Radiant Life College,Combined School - Independent,N/A,www.radiantlife.qld.edu.au,No,Yes
72816,Rainbow Ridge School for Rudolf Steiner Education,Combined School - Independent,N/A,www.rainbowridge.nsw.edu.au,Yes,Yes
76369,Ravenswood School For Girls,Combined School - Independent,N/A,www.ravenswood.nsw.edu.au,Yes,Yes
74194,Rawa Community School,Combined School - Independent,N/A,www.rawacommunityschool.com/,No,Yes
73601,Red Rock Christian School,Combined School - Independent,N/A,www.redrock.vic.edu.au/,No,Yes
72250,Reddam House,Combined School - Independent,N/A,www.reddamhouse.com.au,Yes,Yes
71433,Redeemer Baptist School,Combined School - Independent,N/A,https://www.redeemer.nsw.edu.au/,Yes,Yes
70485,Redeemer Lutheran College,Combined School - Independent,N/A,www.redeemer.com.au,No,Yes
74714,Redeemer Lutheran Primary School,Combined School - Independent,N/A,www.redeemer.qld.edu.au,No,Yes
71951,Redfield College,Combined School - Independent,N/A,www.redfield.nsw.edu.au,No,Yes
76684,Redlands,Combined School - Independent,N/A,www.redlands.nsw.edu.au,Yes,Yes
71698,Redlands College,Combined School - Independent,N/A,redlands.qld.edu.au,No,Yes
71133,Regents Park Christian School,Combined School - Independent,N/A,www.rpcs.nsw.edu.au,Yes,Yes
76977,Rehoboth Christian College,Combined School - Independent,N/A,www.rehoboth.wa.edu.au,No,Yes
69849,Richard Johnson Anglican College,Combined School - Independent,N/A,https://www.rj.nsw.edu.au/,Yes,Yes
73273,Richmond Christian College,Combined School - Independent,N/A,www.richmond.nsw.edu.au,Yes,Yes
76812,Rivercrest Christian College,Combined School - Independent,N/A,www.rivercrest.vic.edu.au,Yes,No
75265,Rivergum Christian College,Combined School - Independent,N/A,https://www.rivergum.sa.edu.au/,No,Yes
71183,Rivermount College,Combined School - Independent,N/A,www.rivermount.net,No,Yes
74280,Riverside Christian College,Combined School - Independent,N/A,www.riverside.qld.edu.au,No,Yes
69454,Rockhampton Girls Grammar School,Combined School - Independent,N/A,https://www.rggs.qld.edu.au/,No,Yes
73053,Rockingham Montessori School,Combined School - Independent,N/A,www.rms.wa.edu.au,No,Yes
74890,Roseville College,Combined School - Independent,N/A,www.rosevillecollege.com,Yes,Yes
76530,Rouse Hill Anglican College,Combined School - Independent,N/A,www.rhac.nsw.edu.au,Yes,Yes
68566,Ruyton Girls' School,Combined School - Independent,N/A,www.ruyton.vic.edu.au,Yes,Yes
86166,SACE College Vietnam,Combined School - Independent,N/A,www.sace.edu.vn,No,No
68568,Sacre Coeur,Combined School - Independent,N/A,www.sac.vic.edu.au,Yes,Yes
72186,Saint Mary MacKillop Colleges Limited,Combined School - Independent,N/A,www.stmarymackillop.nsw.edu.au,Yes,Yes
75670,Saint Mary MacKillop Colleges Limited - Albury,Combined School - Independent,N/A,smmc.nsw.edu.au,Yes,Yes
74078,Saint Philomena School,Combined School - Independent,N/A,www.stphilomena.qld.edu.au,No,Yes
76734,Saint Stephen's College,Combined School - Independent,N/A,www.saintstephenscollege.net.au,No,Yes
75523,Salamah College,Combined School - Independent,N/A,www.salamah.nsw.edu.au,Yes,Yes
70042,Samford Valley Steiner School,Combined School - Independent,N/A,www.samfordsteiner.qld.edu.au,No,Yes
75467,Sapphire Coast Anglican College,Combined School - Independent,N/A,www.scac.nsw.edu.au,Yes,Yes
68680,Sathya SAI School NSW Inc,Combined School - Independent,N/A,www.sathyasaicollege.nsw.edu.au,Yes,Yes
69862,Sattler Christian College,Combined School - Independent,N/A,www.scc.nt.edu.au,No,Yes
76079,SCEGGS - Darlinghurst,Combined School - Independent,N/A,www.sceggs.nsw.edu.au,No,Yes
75095,Scone Grammar School,Combined School - Independent,N/A,www.sgs.nsw.edu.au,Yes,Yes
75491,Scotch College,Combined School - Independent,N/A,www.scotch.vic.edu.au,Yes,Yes
69788,Scotch College,Combined School - Independent,N/A,www.scotch.wa.edu.au,No,Yes
76539,Scotch College,Combined School - Independent,N/A,www.scotch.sa.edu.au,No,Yes
86167,Scotch College Australian Grammar School (AGS),Combined School - Independent,N/A,https://scotch-ags.edu.vn/en/,No,No
77098,Scotch Oakburn College,Combined School - Independent,N/A,www.soc.tas.edu.au,Yes,Yes
70522,Scots All Saints College,Combined School - Independent,N/A,www.scotsallsaints.nsw.edu.au,Yes,Yes
70333,Seaview Christian College,Combined School - Independent,N/A,www.seaview.sa.edu.au/,No,Yes
74900,Seymour College,Combined School - Independent,N/A,www.seymour.sa.edu.au,No,Yes
77344,Shalom Christian College,Combined School - Independent,N/A,https://carinity.qld.edu.au/shalom/,No,Yes
76080,Shearwater Steiner School,Combined School - Independent,N/A,www.shearwater.nsw.edu.au,Yes,Yes
71334,Sheldon College,Combined School - Independent,N/A,www.sheldoncollege.com,No,Yes
68602,Shellharbour Anglican College,Combined School - Independent,N/A,www.shellharbourac.nsw.edu.au,Yes,Yes
69764,Shepparton Christian College,Combined School - Independent,N/A,www.scc.vic.edu.au,No,Yes
71010,Sherwood Hills Christian School,Combined School - Independent,N/A,www.sherwoodhills.nsw.edu.au,Yes,Yes
74530,Shire Christian School,Combined School - Independent,N/A,www.shirechristian.nsw.edu.au,Yes,Yes
74951,Shore,Combined School - Independent,N/A,www.shore.nsw.edu.au,Yes,Yes
74498,Silkwood School,Combined School - Independent,N/A,www.silkwood.qld.edu.au,No,Yes
74723,Sirius College (Keysborough),Combined School - Independent,N/A,https://www.sirius.vic.edu.au/,Yes,No
73449,Sirius College (Meadow Fair),Combined School - Independent,N/A,https://www.sirius.vic.edu.au/,Yes,No
68618,"Sirius College (Sunshine, Ibrahim Dellal Campus)",Combined School - Independent,N/A,https://www.sirius.vic.edu.au/,Yes,No
73345,Snowy Mountains Christian School,Combined School - Independent,N/A,www.smcs.nsw.edu.au,Yes,Yes
73123,Snowy Mountains Grammar School,Combined School - Independent,N/A,www.smgs.nsw.edu.au,Yes,Yes
68454,Somerset College,Combined School - Independent,N/A,www.somerset.qld.edu.au,No,Yes
71772,Somerville House,Combined School - Independent,N/A,www.somerville.qld.edu.au,No,Yes
72047,Sophia Mundi Steiner School,Combined School - Independent,N/A,www.sophiamundi.vic.edu.au,Yes,Yes
74461,South Coast Baptist College,Combined School - Independent,N/A,www.scbc.wa.edu.au,No,Yes
74982,South West John Calvin Christian College,Combined School - Independent,N/A,www.ais.wa.edu.au/school-details/12003,No,Yes
74257,Southern Christian College,Combined School - Independent,N/A,www.scc.tas.edu.au,Yes,Yes
73124,Southern Cross Baptist School,Combined School - Independent,N/A,www.scbc.org.au/default.aspx,Yes,No
69830,Southern Cross Grammar,Combined School - Independent,N/A,www.scg.vic.edu.au/,Yes,Yes
75024,Southern Highlands Christian School,Combined School - Independent,N/A,www.shcs.nsw.edu.au,Yes,Yes
77034,Southern Hills Christian College,Combined School - Independent,N/A,www.southernhills.wa.edu.au,No,Yes
76780,Southern Montessori School,Combined School - Independent,N/A,www.southernmontessori.sa.edu.au,No,Yes
74746,Southern Vales Christian College,Combined School - Independent,N/A,www.svcc.sa.edu.au/,No,Yes
68400,St Aidan's Anglican Girls School,Combined School - Independent,N/A,www.staidans.qld.edu.au/,Yes,Yes
75319,St Aloysius College,Combined School - Independent,N/A,www.sac.sa.edu.au/,No,Yes
69965,St Andrew's Anglican College,Combined School - Independent,N/A,www.saac.qld.edu.au,No,Yes
69415,St Andrew's Cathedral School,Combined School - Independent,N/A,www.sacs.nsw.edu.au,Yes,Yes
73125,St Andrew's Christian School,Combined School - Independent,N/A,www.standrewscs.nsw.edu.au,Yes,Yes
76976,St Andrew's Grammar,Combined School - Independent,N/A,www.sag.wa.edu.au,No,Yes
74144,St Andrews Christian College,Combined School - Independent,N/A,www.standrews.vic.edu.au,Yes,Yes
73313,St Andrews Lutheran College,Combined School - Independent,N/A,www.standrewslutheran.qld.edu.au,Yes,Yes
68313,St Anthony of Padua Catholic College,Combined School - Independent,N/A,www.stapaustral.catholic.edu.au/,No,No
74891,St Bishoy Coptic Orthodox College,Combined School - Independent,N/A,www.stbishoy.nsw.edu.au,Yes,Yes
76964,St Catherine's School,Combined School - Independent,N/A,https://www.stcatherines.nsw.edu.au/,No,Yes
70966,St Catherine's School,Combined School - Independent,N/A,www.stcatherines.net.au,Yes,Yes
76370,St Columba Anglican School,Combined School - Independent,N/A,www.scas.nsw.edu.au,Yes,Yes
73775,St Dominic's Priory College,Combined School - Independent,N/A,www.stdominics.sa.edu.au,No,Yes
75105,St Edmund's College,Combined School - Independent,N/A,www.stedmunds.act.edu.au,No,Yes
71722,St Euphemia College - Primary School,Combined School - Independent,N/A,www.steuphemia.nsw.edu.au/index.html,Yes,Yes
74983,St Francis Catholic College,Combined School - Independent,N/A,www.sfccdow.catholic.edu.au/,No,Yes
75242,St George Christian School,Combined School - Independent,N/A,www.sgcs.com.au,Yes,Yes
71657,St George College,Combined School - Independent,N/A,www.sgc.sa.edu.au,No,Yes
75317,St Hilda's Anglican School for Girls (Inc),Combined School - Independent,N/A,https://www.sthildas.wa.edu.au/,No,Yes
74012,St Hilda's School,Combined School - Independent,N/A,www.sthildas.qld.edu.au,No,Yes
71912,St James Lutheran College,Combined School - Independent,N/A,www.stjameslc.qld.edu.au,No,Yes
75968,St James' Anglican School,Combined School - Independent,N/A,www.stjames.wa.edu.au,No,Yes
75360,St John's Anglican College,Combined School - Independent,N/A,www.stjohnsanglicancollege.com.au,No,Yes
74918,St John's College Preston,Combined School - Independent,N/A,www.stjohnspreston.vic.edu.au,Yes,Yes
75253,St John's Grammar School,Combined School - Independent,N/A,www.stjohns.sa.edu.au,No,Yes
68445,St John's Lutheran School,Combined School - Independent,N/A,www.sjls.qld.edu.au,No,Yes
76927,St Leonard's College,Combined School - Independent,N/A,www.stleonards.vic.edu.au,Yes,Yes
75976,St Luke's Anglican School,Combined School - Independent,N/A,www.stlukes.qld.edu.au,No,Yes
74418,St Luke's Catholic College (Secondary),Combined School - Independent,N/A,www.stlukesmarsdenpark.catholic.edu.au/,No,Yes
75541,St Luke's Grammar School,Combined School - Independent,N/A,www.stlukes.nsw.edu.au,Yes,Yes
72286,St Margaret's Anglican Girls School,Combined School - Independent,N/A,https://www.stmargarets.qld.edu.au,No,Yes
68712,St Margaret's Berwick Grammar,Combined School - Independent,N/A,www.stmargarets.vic.edu.au,Yes,Yes
72195,St Mark's Anglican Community School,Combined School - Independent,N/A,www.stmarks.wa.edu.au,No,Yes
73976,St Mark's Coptic Orthodox College,Combined School - Independent,N/A,www.stmarks.nsw.edu.au/,Yes,Yes
75400,St Martins Lutheran College,Combined School - Independent,N/A,www.stmartins.sa.edu.au,No,Yes
72169,St Mary and Mt Mina Coptic Orthodox College,Combined School - Independent,N/A,www.stmary.nsw.edu.au,Yes,Yes
71223,St Mary's Anglican Girls' School,Combined School - Independent,N/A,www.stmarys.wa.edu.au,No,Yes
74324,St Mary's College,Combined School - Independent,N/A,www.stmaryscollege.catholic.edu.au,No,Yes
70972,St Mary's Coptic Orthodox College,Combined School - Independent,N/A,stmarys.vic.edu.au,Yes,Yes
70151,St Michael's Collegiate School,Combined School - Independent,N/A,www.collegiate.tas.edu.au,No,Yes
70763,St Michael's Grammar School,Combined School - Independent,N/A,www.stmichaels.vic.edu.au,Yes,Yes
75723,St Patrick's College Strathfield,Combined School - Independent,N/A,www.spc.nsw.edu.au,Yes,Yes
76859,St Paul's Anglican Grammar School,Combined School - Independent,N/A,www.stpaulsags.vic.edu.au,Yes,Yes
86452,St Paul's Anglican Grammar School - Drouin Campus,Combined School - Independent,N/A, https://www.stpaulsags.vic.edu.au/,No,No
68694,St Paul's College,Combined School - Independent,N/A,www.stpauls.sa.edu.au,No,Yes
70364,St Paul's Grammar School,Combined School - Independent,N/A,https://www.stpauls.nsw.edu.au,Yes,Yes
68652,St Paul's School,Combined School - Independent,N/A,www.stpauls.qld.edu.au,Yes,Yes
68832,St Peter's Anglican College,Combined School - Independent,N/A,www.stpetersbroulee.nsw.edu.au,Yes,Yes
71656,St Peter's College,Combined School - Independent,N/A,www.stpeters.sa.edu.au/,No,Yes
72747,St Peter's Collegiate Girls' School,Combined School - Independent,N/A,www.stpetersgirls.sa.edu.au/,No,Yes
74659,St Peters Lutheran College - Indooroopilly,Combined School - Independent,N/A,www.stpeters.qld.edu.au,No,Yes
74153,St Peters Lutheran College - Springfield,Combined School - Independent,N/A,https://www.stpeters.qld.edu.au/springfield/school,Yes,Yes
68960,St Philip's Christian College - Cessnock,Combined School - Independent,N/A,www.spcc.nsw.edu.au,Yes,No
69116,St Philip's Christian College - Cessnock Campus,Combined School - Independent,N/A,www.spcc.nsw.edu.au/cessnock,No,Yes
71263,St Philip's Christian College - Gosford,Combined School - Independent,N/A,www.spcc.nsw.edu.au/index.php?c=19,Yes,Yes
70868,St Philip's Christian College - Waratah,Combined School - Independent,N/A,www.spcc.nsw.edu.au/index.php?c=4,Yes,Yes
74228,St Philip's Christian College D.A.L.E,Combined School - Independent,N/A,www.spcc.nsw.edu.au/index.php,Yes,Yes
72806,St Philip's Christian College Port Stephens,Combined School - Independent,N/A,www.spcc.nsw.edu.au/port-stephens,Yes,Yes
73271,St Spyridon College,Combined School - Independent,N/A,www.stspyridon.nsw.edu.au,Yes,Yes
68768,St Stephen's School,Combined School - Independent,N/A,www.ststephens.wa.edu.au,No,Yes
74637,St Thomas Aquinas College,Combined School - Independent,N/A,www.stac.vic.edu.au,Yes,Yes
73090,Staines Memorial College,Combined School - Independent,N/A,www.staines.qld.edu.au,No,Yes
75399,Strathalbyn Christian College,Combined School - Independent,N/A,www.scc.wa.edu.au,Yes,Yes
75277,Strathcona Baptist Girls Grammar School,Combined School - Independent,N/A,www.strathcona.vic.edu.au,Yes,Yes
68240,Strelley Community School,Combined School - Independent,N/A,www.strelleycommunityschool.wa.edu.au/,No,Yes
75302,Summerland Christian College,Combined School - Independent,N/A,www.mysccollege.com,Yes,Yes
68886,Suncoast Christian College,Combined School - Independent,N/A,www.suncoastcc.qld.edu.au,No,Yes
68919,"Sunrise Christian School, Fullarton",Combined School - Independent,N/A,www.sunrise.sa.edu.au/,No,Yes
68448,"Sunrise Christian School, Paradise",Combined School - Independent,N/A,https://sunrise.sa.edu.au/paradise/,No,Yes
74266,"Sunrise Christian School, Whyalla ",Combined School - Independent,N/A,www.sunrise.sa.edu.au,No,Yes
71335,Sunshine Coast Grammar School,Combined School - Independent,N/A,www.scgs.qld.edu.au,No,Yes
73149,Swan Christian College,Combined School - Independent,N/A,www.swan.wa.edu.au,No,Yes
71888,Swan Valley Anglican Community School,Combined School - Independent,N/A,www.svacs.wa.edu.au,No,Yes
68491,Sydney Japanese International School,Combined School - Independent,N/A,www.sjis.nsw.edu.au,Yes,Yes
70402,Tamborine Mountain College,Combined School - Independent,N/A,www.tmc.qld.edu.au,No,Yes
73825,Tangara School for Girls,Combined School - Independent,N/A,www.tangara.nsw.edu.au,No,Yes
73842,Tara Anglican School for Girls,Combined School - Independent,N/A,www.tara.nsw.edu.au,Yes,Yes
74735,Taree Christian College,Combined School - Independent,N/A,www.tareeccs.nsw.edu.au,Yes,Yes
71954,Tarremah Steiner School,Combined School - Independent,N/A,www.tarremah.tas.edu.au,Yes,Yes
74826,Tatachilla Lutheran College,Combined School - Independent,N/A,www.tatachilla.sa.edu.au/,No,Yes
86157,Taylors College,Combined School - Independent,N/A,https://college.taylors.edu.my/en/study/sacei.html,No,No
86151,"The Affiliated High School of Peking University, Shenzhen Nanshan Branch",Combined School - Independent,N/A,http://bdfz.szns.edu.cn,No,No
71027,The Alice Springs Steiner School,Combined School - Independent,N/A,www.alicesteiner.nt.edu.au,No,Yes
75632,The Anglican School Googong,Combined School - Independent,N/A,www.googongschool.nsw.edu.au/,No,Yes
73622,The Armidale School,Combined School - Independent,N/A,www.as.edu.au,Yes,Yes
76448,The Armidale Waldorf School,Combined School - Independent,N/A,www.waldorf.nsw.edu.au,Yes,Yes
74313,The Athena School Inc,Combined School - Independent,N/A,www.athena.nsw.edu.au,No,Yes
74256,The Beehive Montessori School,Combined School - Independent,N/A,www.beehive.wa.edu.au,No,Yes
72705,The Cathedral School of St Anne and St James,Combined School - Independent,N/A,www.cathedral.qld.edu.au,No,Yes
76975,The Essington School Darwin,Combined School - Independent,N/A,https://www.essington.nt.edu.au/,No,Yes
86152,The Experimental School Affiliated to Nanjing Normal University,Combined School - Independent,N/A,http://nsfxepd.com/en/21668/21699/,No,No
74545,The Friends School,Combined School - Independent,N/A,www.friends.tas.edu.au,No,Yes
68451,The Geelong College,Combined School - Independent,N/A,www.geelongcollege.vic.edu.au,No,Yes
75977,The Glennie School,Combined School - Independent,N/A,www.glennie.qld.edu.au,No,Yes
75772,The Hamilton and Alexandra College,Combined School - Independent,N/A,www.hamiltoncollege.vic.edu.au,Yes,Yes
70154,The Hills Christian Community School Inc,Combined School - Independent,N/A,www.hills.sa.edu.au/,No,Yes
72188,The Hills Grammar School,Combined School - Independent,N/A,www.hillsgrammar.nsw.edu.au,No,Yes
76109,The Hills Montessori School,Combined School - Independent,N/A,https://montessori.sa.edu.au/,No,Yes
68693,The Hutchins School,Combined School - Independent,N/A,www.hutchins.tas.edu.au,No,Yes
73405,The Illawarra Grammar School,Combined School - Independent,N/A,www.tigs.nsw.edu.au,Yes,Yes
73462,The International French School of Sydney,Combined School - Independent,N/A,www.condorcet.com.au,Yes,Yes
75104,The Japanese School In Perth,Combined School - Independent,N/A,www.japaneseschool.wa.edu.au,No,Yes
71270,The Japanese School of Melbourne,Combined School - Independent,N/A,www.jsm.vic.edu.au,Yes,Yes
75637,The King David School,Combined School - Independent,N/A,www.kds.vic.edu.au,Yes,Yes
77312,The King's College,Combined School - Independent,N/A,www.thekingscollege.wa.edu.au,No,Yes
72817,The King's School,Combined School - Independent,N/A,www.kings.edu.au,No,Yes
74135,The Knox School,Combined School - Independent,N/A,https://www.knox.vic.edu.au,Yes,Yes
76421,The Kooralbyn International School,Combined School - Independent,N/A,www.tkis.qld.edu.au,No,Yes
71514,The Lakes Christian College,Combined School - Independent,N/A,www.thelakescc.nsw.edu.au,Yes,Yes
71336,The Lakes College,Combined School - Independent,N/A,www.thelakescollege.com.au,No,Yes
71365,The McDonald College,Combined School - Independent,N/A,https://www.mcdonald.nsw.edu.au/,No,Yes
70375,The Montessori School,Combined School - Independent,N/A,www.themontessorischool.wa.edu.au,No,Yes
74204,The Rockhampton Grammar School,Combined School - Independent,N/A,www.rgs.qld.edu.au,No,Yes
73243,The School of Total Education,Combined School - Independent,N/A,www.sote.qld.edu.au,No,Yes
71551,The Scots College,Combined School - Independent,N/A,www.tsc.nsw.edu.au,Yes,Yes
72937,The SCOTS PGC College,Combined School - Independent,N/A,www.scotspgc.qld.edu.au,No,Yes
76081,The Scots School Albury,Combined School - Independent,N/A,www.scotsalbury.nsw.edu.au,Yes,Yes
73512,The Southport School,Combined School - Independent,N/A,www.tss.qld.edu.au,No,Yes
68525,The Springfield Anglican College,Combined School - Independent,N/A,www.tsac.qld.edu.au,No,Yes
71069,Thomas Hassall Anglican College,Combined School - Independent,N/A,www.thac.nsw.edu.au,Yes,Yes
86188,Tianmen Huatai Middle School,Combined School - Independent,N/A,https://eqi.com.au/find-a-school/eqi-school-list,No,No
69747,Tintern Grammar,Combined School - Independent,N/A,www.tintern.vic.edu.au,Yes,Yes
68695,Tiwi College,Combined School - Independent,N/A,www.tiwicollege.com,No,Yes
70591,Toongabbie Christian School (Primary),Combined School - Independent,N/A,www.tcs.nsw.edu.au,Yes,Yes
75767,Toorak College,Combined School - Independent,N/A,www.toorakcollege.vic.edu.au,Yes,Yes
74279,Toowoomba Anglican School,Combined School - Independent,N/A,www.taschool.qld.edu.au/,No,Yes
76736,Toowoomba Christian College,Combined School - Independent,N/A,www.tccollege.com.au,No,Yes
76665,Toowoomba Grammar School,Combined School - Independent,N/A,www.twgs.qld.edu.au,No,Yes
70532,Torrens Valley Christian School,Combined School - Independent,N/A,www.tvcs.sa.edu.au/,No,Yes
75770,Townsville Christian College,Combined School - Independent,N/A,www.tsvcc.qld.edu.au,Yes,Yes
73740,Townsville Grammar School,Combined School - Independent,N/A,www.tgs.qld.edu.au,No,Yes
74825,Tranby College,Combined School - Independent,N/A,www.tranby.wa.edu.au,No,Yes
70011,Treetops Montessori School,Combined School - Independent,N/A,www.treetops.wa.edu.au,No,Yes
76944,Trinity Anglican College,Combined School - Independent,N/A,www.trinityac.nsw.edu.au,No,Yes
69391,Trinity Anglican School,Combined School - Independent,N/A,www.tas.qld.edu.au,No,Yes
68553,Trinity Christian School,Combined School - Independent,N/A,www.tcs.act.edu.au,Yes,Yes
71955,Trinity College Blakeview,Combined School - Independent,N/A,https://www.trinity.sa.edu.au/schools/blakeview-1,No,Yes
74322,Trinity College Gawler River School,Combined School - Independent,N/A,https://www.trinity.sa.edu.au/schools/gawler-river-1,No,Yes
69455,Trinity College Gladstone,Combined School - Independent,N/A,www.trinitygladstone.qld.edu.au,No,Yes
74323,Trinity College North,Combined School - Independent,N/A,https://www.trinity.sa.edu.au/schools/north-1,No,Yes
74170,Trinity College Senior School,Combined School - Independent,N/A,www.trinity.sa.edu.au,No,No
73984,Trinity College South,Combined School - Independent,N/A,https://www.trinity.sa.edu.au/schools/south-1,No,Yes
75096,Trinity Grammar School,Combined School - Independent,N/A,www.trinity.nsw.edu.au,Yes,Yes
70768,Trinity Grammar School Kew,Combined School - Independent,N/A,www.trinity.vic.edu.au,Yes,Yes
68456,Trinity Lutheran College,Combined School - Independent,N/A,www.tlc.vic.edu.au,Yes,Yes
72287,Trinity Lutheran College,Combined School - Independent,N/A,www.tlc.qld.edu.au,No,Yes
68754,Tweed Valley Adventist College,Combined School - Independent,N/A,www.tvac.nsw.edu.au,Yes,Yes
