organisation_id,organisation_name,total_courses,pct_undergraduate,pct_postgraduate,pct_vet_vocational,pct_secondary,faculty_count,avg_domestic_fee,min_domestic_fee,max_domestic_fee,free_tafe_count,avg_ielts_requirement,pct_courses_with_ielts,courses_with_atar,atar_min,atar_max,atar_median,pct_with_alternate_entry,career_diversity,top_5_careers,top_anzsco_group,top_anzsco_group_pct,stem_career_pct,health_career_pct,education_career_pct,business_finance_career_pct
13461,Australia Wide Forklift Training Centre Pty Ltd,3,0.0,0.0,66.7,0.0,1,520.0,475.0,590.0,0,,0.0,0,,,,0.0,2,Forklift Operator | Training Officer,Machine Operators & Drivers,60.0,0.0,0.0,0.0,40.0
10740,Australian 4WD and Advanced Driver Education,5,0.0,0.0,20.0,0.0,1,,,,0,,0.0,0,,,,0.0,3,Truck Driver | Mobile Plant Operator | Motor Mechanic - Car,Machine Operators & Drivers,83.3,0.0,0.0,0.0,0.0
65865,Australian Academic Solutions,22,0.0,0.0,72.7,0.0,1,414.0,55.0,1500.0,0,,0.0,0,,,,0.0,10,Occupational Health and Safety Officer | Training Officer | Security Officer | Management Consultant | Nurse - Enrolled,Professionals,64.0,4.0,44.0,0.0,32.0
66694,Australian Academy of Beauty Dermal and Laser,3,0.0,0.0,33.3,33.3,1,,,,0,,0.0,0,,,,0.0,1,Beauty Therapist,Community & Personal Service,100.0,0.0,0.0,0.0,0.0
13094,Australian Academy of Commerce,10,0.0,0.0,0.0,0.0,0,,,,0,5.5,50.0,0,,,,0.0,6,Marketing Officer | Business Systems Analyst | Entrepreneur | General Manager | Office Administrator,Professionals,66.7,14.3,0.0,0.0,42.9
85988,Australian Academy of Future Education Pty Ltd,2,0.0,0.0,50.0,0.0,1,,,,0,,0.0,0,,,,0.0,2,Training Officer | Security Officer,Professionals,66.7,0.0,0.0,0.0,66.7
65794,Australian Academy of Nursing Pty Ltd,20,0.0,0.0,20.0,0.0,2,,,,0,,0.0,0,,,,0.0,16,Community Worker | Aged Care Worker | Disability Support Worker | Disability Services Instructor | Rehabilitation Counsellor,Community & Personal Service,72.6,0.0,74.2,0.0,3.2
66132,Australian Adelaide International College Pty Ltd,15,0.0,0.0,20.0,0.0,2,,,,0,,0.0,0,,,,0.0,10,Motor Mechanic - Car | Automotive Electrician | Heavy Vehicle Motor Mechanic | Office Administrator | General Manager,Technicians & Trades,75.0,0.0,0.0,0.0,0.0
67370,Australian Agricutural Training Pty Ltd,5,0.0,0.0,0.0,0.0,0,,,,0,,0.0,0,,,,0.0,0,,,,,,,
85077,Australian Animal Care Institute Pty Ltd,2,0.0,0.0,50.0,0.0,1,4999.0,4999.0,4999.0,0,,0.0,0,,,,0.0,2,Veterinary Nurse | Animal Attendant - Veterinary Clinic,Technicians & Trades,100.0,0.0,0.0,0.0,0.0
45,"Australian Ballet School, The",3,0.0,0.0,0.0,0.0,0,,,,0,,0.0,0,,,,0.0,1,Dancer,Professionals,100.0,0.0,0.0,0.0,0.0
67168,Australian Business & Culinary Institute,10,0.0,0.0,10.0,0.0,0,19450.0,19450.0,19450.0,0,5.75,20.0,0,,,,0.0,10,Technical Program Manager | Chef | Civil Engineer | Civil and Structural Engineering Associate | Cook,Technicians & Trades,57.1,27.3,0.0,0.0,0.0
67147,Australian Business & Vocational Training,1,0.0,0.0,0.0,0.0,0,,,,0,,0.0,0,,,,0.0,0,,,,,,,
84983,Australian Business Skills College Pty Ltd,5,0.0,0.0,0.0,0.0,0,,,,0,,0.0,0,,,,0.0,3,Chef | General Manager | Office Administrator,Managers,33.3,0.0,0.0,0.0,0.0
85347,Australian Business Training Institute Pty Ltd,4,0.0,0.0,25.0,0.0,1,,,,0,6.0,100.0,0,,,,0.0,4,Aged Care Worker | Community Worker | Office Administrator | Training Officer,Community & Personal Service,72.7,0.0,72.7,0.0,9.1
67470,Australian Capital College,12,0.0,0.0,0.0,0.0,0,,,,0,,0.0,0,,,,0.0,11,General Manager | Information Technology Support Technician | Platform Engineer | Site Reliability Engineer | Chef,Technicians & Trades,50.0,26.7,6.7,0.0,0.0
66486,Australian Capital Training Institute Pty Ltd,4,0.0,0.0,25.0,0.0,1,,,,0,,0.0,0,,,,0.0,4,Beauty Therapist | Dermatologist | Hairdresser | Office Administrator,Technicians & Trades,33.3,0.0,0.0,0.0,0.0
12309,Australian Careers Business College,3,0.0,0.0,33.3,0.0,1,,,,0,,0.0,0,,,,0.0,2,Counsellor | Office Administrator,Professionals,75.0,0.0,0.0,0.0,0.0
65952,Australian Careers College Pty Ltd,4,0.0,0.0,0.0,0.0,0,,,,0,,0.0,0,,,,0.0,4,Chef | Child Carer | Early Childhood Educator | General Manager,Community & Personal Service,50.0,0.0,50.0,0.0,0.0
16246,Australian Careers Education Pty Ltd,7,0.0,0.0,28.6,0.0,2,10000.0,10000.0,10000.0,0,6.0,85.7,0,,,,0.0,7,Motor Mechanic - Car | Automotive Electrician | Heavy Vehicle Motor Mechanic | Chef | Cook,Technicians & Trades,95.0,0.0,0.0,0.0,0.0
21,Australian Catholic University (ACU),170,48.8,45.3,5.9,0.0,5,16077.0,2060.0,35776.0,0,2.46,99.4,64,58.5,90.85,65.0,0.0,102,Teacher - Secondary | Psychologist | Religious Leader | Lawyer | Solicitor,Professionals,82.4,15.4,19.0,14.2,15.4
16173,Australian Centre for Career Education Ltd,2,0.0,50.0,50.0,0.0,1,6590.0,4190.0,8990.0,0,,0.0,0,,,,0.0,1,Career Development Practitioner,Professionals,100.0,0.0,0.0,0.0,0.0
12877,Australian Centre for Financial and Environmental Compliance Pty Ltd,4,0.0,0.0,100.0,0.0,2,,,,0,,0.0,0,,,,0.0,4,Public Servant - Australian Public Service | Public Servant - State Government | Inventory and Supply Officer | Logistics Clerk,Clerical & Administrative,100.0,0.0,0.0,0.0,0.0
10254,Australian Child Care Career Options (Accco) Pty Ltd,3,0.0,0.0,33.3,0.0,1,,,,0,,0.0,0,,,,0.0,3,Community Worker | Child Carer | Early Childhood Educator,Community & Personal Service,100.0,0.0,100.0,0.0,0.0
84579,Australian Chiropractic College,1,100.0,0.0,0.0,0.0,0,104000.0,104000.0,104000.0,0,,0.0,0,,,,0.0,1,Chiropractor,Professionals,100.0,0.0,100.0,0.0,0.0
66457,Australian City Design College,7,0.0,0.0,0.0,0.0,0,,,,0,6.0,28.6,0,,,,0.0,5,Marketing Officer | Office Administrator | Advertising Account Executive | Arts Administrator | Operating Theatre Technician,Professionals,42.9,14.3,0.0,0.0,57.1
66845,Australian City International College,26,0.0,0.0,23.1,0.0,2,,,,0,,0.0,0,,,,0.0,24,Community Worker | Disability Support Worker | Aged Care Worker | Disability Services Instructor | Rehabilitation Counsellor,Community & Personal Service,67.4,5.0,62.4,0.0,2.0
67513,Australian College Of International Studies,4,0.0,0.0,0.0,0.0,0,,,,0,5.5,25.0,0,,,,0.0,3,Animal Attendant - Veterinary Clinic | Project and Program Administrator | Technical Program Manager,Clerical & Administrative,50.0,0.0,0.0,0.0,0.0
13106,Australian College Pty Ltd,4,0.0,0.0,0.0,0.0,0,,,,0,,0.0,0,,,,0.0,3,Entrepreneur | General Manager | Office Administrator,Managers,50.0,0.0,0.0,0.0,0.0
67572,Australian College for Excellence,12,50.0,0.0,0.0,0.0,0,,,,0,,0.0,0,,,,0.0,2,General Manager | Office Administrator,Managers,75.0,0.0,0.0,0.0,0.0
12941,Australian College of Agriculture & Horticulture,18,0.0,0.0,5.6,0.0,0,,,,0,,0.0,0,,,,0.0,3,Farmer | Agricultural Technical Officer | Landscape Architect,Managers,50.0,50.0,0.0,0.0,0.0
17922,Australian College of Applied Animal Studies,1,0.0,0.0,100.0,0.0,1,21251.0,21251.0,21251.0,0,,0.0,0,,,,0.0,1,Veterinary Nurse,Technicians & Trades,100.0,0.0,0.0,0.0,0.0
11136,Australian College of Applied Business,11,0.0,0.0,9.1,0.0,0,16400.0,10800.0,22000.0,0,,0.0,0,,,,0.0,7,Child Carer | Early Childhood Educator | General Manager | Office Administrator | Business Systems Analyst,Community & Personal Service,45.5,18.2,45.5,0.0,0.0
86251,Australian College of Beauty Therapy; Australasian College of Massage and Myotherapy,1,0.0,0.0,0.0,0.0,0,12000.0,12000.0,12000.0,0,,0.0,0,,,,0.0,0,,,,,,,
84964,Australian College of Business and Training Pty Ltd,3,0.0,0.0,0.0,0.0,0,,,,0,,0.0,0,,,,0.0,3,Business Systems Analyst | General Manager | Office Administrator,Professionals,33.3,33.3,0.0,0.0,0.0
12874,Australian College of Christian Studies,5,60.0,0.0,40.0,0.0,1,27200.0,27200.0,27200.0,0,,0.0,0,,,,0.0,2,Religious Leader | Counsellor,Professionals,100.0,0.0,0.0,0.0,0.0
66798,Australian College of Christian Studies (ACCS),9,33.3,66.7,0.0,0.0,0,,,,0,,0.0,1,65.0,65.0,65.0,0.0,0,,,,,,,
67161,Australian College of Commerce & Information Technology Pty Ltd,6,0.0,0.0,0.0,0.0,0,,,,0,,0.0,0,,,,0.0,4,Office Administrator | Cabinetmaker | Entrepreneur | Painter and Decorator,Clerical & Administrative,60.0,0.0,0.0,0.0,0.0
10750,Australian College of Commerce & Management Pty Ltd,7,0.0,0.0,14.3,0.0,1,4620.0,3300.0,6600.0,0,,0.0,0,,,,0.0,11,Occupational Health and Safety Officer | Technical Program Manager | Bookkeeper | Credit Officer | General Manager,Clerical & Administrative,50.0,15.4,15.4,0.0,15.4
67023,Australian College of Community Services and Care,2,0.0,0.0,0.0,0.0,0,,,,0,,0.0,0,,,,0.0,0,,,,,,,
67085,Australian College of Community and Health Services,9,0.0,0.0,22.2,0.0,1,,,,0,,0.0,0,,,,0.0,6,Community Worker | Aged Care Worker | Office Administrator | Child Carer | Early Childhood Educator,Community & Personal Service,76.5,0.0,76.5,0.0,5.9
85147,Australian College of Culinary and Management Pty Ltd.,5,0.0,0.0,0.0,0.0,0,,,,0,,0.0,0,,,,0.0,3,Chef | Civil and Structural Engineering Associate | Cook,Technicians & Trades,100.0,33.3,0.0,0.0,0.0
13348,Australian College of Dramatic Arts,1,0.0,0.0,0.0,0.0,0,,,,0,,0.0,0,,,,0.0,1,Actor,Professionals,100.0,0.0,0.0,0.0,0.0
13873,Australian College of Eastern Medicine,2,0.0,0.0,50.0,0.0,1,,,,0,,0.0,0,,,,0.0,1,Training Officer,Professionals,100.0,0.0,0.0,0.0,100.0
13208,Australian College of Environmental Studies,1,0.0,0.0,0.0,0.0,0,14645.0,14645.0,14645.0,0,,0.0,0,,,,0.0,1,Biotechnologist,Professionals,100.0,100.0,0.0,0.0,0.0
18089,Australian College of Fitness & Bodywork,5,0.0,0.0,20.0,0.0,1,7188.0,2925.0,17250.0,0,,0.0,0,,,,0.0,2,Fitness Instructor | Massage Therapist,Community & Personal Service,100.0,0.0,33.3,0.0,0.0
16481,Australian College of Higher Studies,9,0.0,0.0,44.4,0.0,3,,,,0,,0.0,0,,,,0.0,14,Sales Assistant | Technical Sales Representative | Community Worker | Sales Representative | Welfare Worker,Sales Workers,36.4,0.0,15.2,0.0,21.7
12984,Australian College of Information Technology,5,0.0,0.0,0.0,0.0,0,,,,0,,0.0,0,,,,0.0,6,Information Technology Support Technician | Site Reliability Engineer | Platform Engineer | Technical Program Manager | Office Administrator,Technicians & Trades,60.0,33.3,0.0,0.0,0.0
67595,Australian College of Information Technology,4,0.0,0.0,0.0,0.0,0,,,,0,,0.0,0,,,,0.0,6,Information Technology Support Technician | Marketing Officer | Office Administrator | Platform Engineer | Site Reliability Engineer,Professionals,33.3,16.7,0.0,0.0,16.7
12904,Australian College of Make-Up & Special Effects,2,0.0,0.0,0.0,0.0,0,,,,0,,0.0,0,,,,0.0,2,Arts Administrator | Operating Theatre Technician,Technicians & Trades,50.0,50.0,0.0,0.0,50.0
67527,Australian College of Management and Innovation,9,0.0,0.0,0.0,0.0,0,,,,0,6.0,11.1,0,,,,0.0,7,Office Administrator | Bricklayer | Building Site Manager | Civil Engineer | Civil and Structural Engineering Associate,Clerical & Administrative,33.3,22.2,0.0,0.0,11.1
11814,Australian College of Nursing,19,0.0,100.0,0.0,0.0,1,13040.0,13040.0,13040.0,0,0.0,100.0,0,,,,0.0,3,Nurse - Registered | Nursing Manager | Aged Care Nurse,Professionals,100.0,0.0,100.0,0.0,0.0
11456,Australian College of Physical Education (ACPE),16,93.8,6.2,0.0,0.0,1,62587.0,24800.0,85000.0,0,,0.0,0,,,,0.0,4,Dancer | Exercise Scientist | Sports Administrator | Teacher - Physical Education,Professionals,75.0,25.0,0.0,25.0,25.0
17987,Australian College of Professional Studies,9,0.0,0.0,33.3,0.0,2,7019.0,150.0,10500.0,0,,0.0,0,,,,0.0,13,Education Officer | Community Worker | Disability Support Worker | Aged Care Worker | Disability Services Instructor,Professionals,61.3,0.0,41.2,0.0,52.5
16690,Australian College of Sport,2,0.0,0.0,100.0,0.0,1,,,,0,,0.0,0,,,,0.0,5,Community Worker | Disability Support Worker | Welfare Worker | Youth Worker | Sports Coach,Community & Personal Service,76.5,0.0,70.6,0.0,0.0
16998,Australian College of Sport & Fitness,13,0.0,0.0,23.1,0.0,2,,,,0,0.46,100.0,0,,,,0.0,12,Community Worker | Aged Care Worker | Counsellor | Disability Support Worker | Rehabilitation Counsellor,Community & Personal Service,60.0,0.0,53.3,3.3,3.3
85961,Australian College of Technical Trades Pty Ltd,6,0.0,0.0,0.0,0.0,0,,,,0,,0.0,0,,,,0.0,4,Construction Manager | General Manager | Carpenter | Office Administrator,Managers,66.7,0.0,0.0,0.0,33.3
16153,Australian College of Technology Pty Ltd,9,0.0,0.0,0.0,0.0,0,,,,0,,0.0,0,,,,0.0,8,Information Technology Support Technician | Marketing Officer | Site Reliability Engineer | Technical Program Manager | Platform Engineer,Professionals,40.0,22.2,0.0,0.0,16.7
65988,Australian College of Technology and Business Pty Ltd,19,0.0,0.0,0.0,0.0,0,,,,0,5.42,63.2,0,,,,0.0,12,Office Administrator | Project and Program Administrator | Child Carer | Early Childhood Educator | General Manager,Clerical & Administrative,36.8,9.5,19.0,0.0,9.5
17728,Australian College of Trade,14,0.0,0.0,21.4,0.0,1,9100.0,4000.0,13500.0,0,,0.0,0,,,,0.0,9,Engineering Tradesperson - Fabrication | Engineering Tradesperson - Mechanical | Training Officer | Chef | Cook,Technicians & Trades,58.3,0.0,0.0,0.0,16.7
85071,Australian College of Vocational Education and Training,9,0.0,0.0,22.2,0.0,2,15000.0,12000.0,18000.0,0,,0.0,0,,,,0.0,12,Community Worker | Aged Care Worker | Child Carer | Construction Manager | Early Childhood Educator,Community & Personal Service,66.7,3.7,66.7,0.0,11.1
66847,Australian Community Education College Pty Ltd,2,0.0,0.0,0.0,0.0,0,,,,0,,0.0,0,,,,0.0,1,General Manager,Managers,100.0,0.0,0.0,0.0,0.0
13154,Australian Concert & Entertainment Security Pty Ltd,16,0.0,0.0,25.0,0.0,1,505.0,125.0,2500.0,0,,0.0,0,,,,0.0,11,Occupational Health and Safety Officer | Management Consultant | Security Officer | Training Officer | Construction Manager,Professionals,53.8,3.8,30.8,0.0,34.6
65967,Australian Consolidated Training,2,0.0,0.0,50.0,0.0,0,,,,0,,0.0,0,,,,0.0,2,Horticultural Tradesperson | Sports Administrator,Technicians & Trades,66.7,0.0,0.0,0.0,33.3
65829,Australian Dance Council - Ausdance Vic Inc,1,0.0,0.0,0.0,0.0,0,,,,0,,0.0,0,,,,0.0,1,Dancer,Professionals,100.0,0.0,0.0,0.0,0.0
17864,Australian Early Childhood College,2,0.0,0.0,100.0,0.0,1,,,,0,,0.0,0,,,,0.0,5,Early Childhood Educator | Child Carer | Community Worker | Nanny | Family Day Care Educator,Community & Personal Service,100.0,0.0,100.0,0.0,0.0
13304,Australian Easy Train Pty Ltd,8,0.0,0.0,87.5,0.0,1,562.0,473.0,723.0,0,,0.0,0,,,,0.0,4,Construction Worker | Forklift Operator | Mobile Plant Operator | Training Officer,Machine Operators & Drivers,50.0,0.0,0.0,0.0,20.0
85132,Australian Educare College Pty Ltd,8,0.0,0.0,37.5,0.0,2,,,,0,,0.0,0,,,,0.0,9,Community Worker | Disability Support Worker | Disability Services Instructor | Aged Care Worker | Child Carer,Community & Personal Service,88.9,0.0,88.9,0.0,2.8
85115,Australian Education Excellence Centre Pty Ltd,3,0.0,0.0,33.3,0.0,1,,,,0,,0.0,0,,,,0.0,4,Training Officer | General Manager | Office Administrator | Security Officer,Professionals,40.0,0.0,0.0,0.0,40.0
85785,Australian Employment Training Pty Ltd,1,0.0,0.0,100.0,0.0,1,1200.0,1200.0,1200.0,0,,0.0,0,,,,0.0,2,Training Officer | Security Officer,Professionals,66.7,0.0,0.0,0.0,66.7
16122,Australian Employment and Training Solutions Pty Ltd,7,0.0,0.0,28.6,0.0,2,,,,0,,0.0,0,,,,0.0,9,Child Carer | Early Childhood Educator | Business Systems Analyst | Information Technology Support Technician | Recruitment Consultant,Professionals,44.4,18.2,36.4,0.0,18.2
13377,Australian Engineering and Construction College,2,0.0,0.0,0.0,0.0,0,,,,0,,0.0,0,,,,0.0,2,Civil Engineer | Civil and Structural Engineering Associate,Professionals,50.0,100.0,0.0,0.0,0.0
68083,Australian Federation College,16,0.0,0.0,18.8,0.0,2,,,,0,6.0,31.2,0,,,,0.0,13,Community Worker | Aged Care Worker | Farmer | General Manager | Information Technology Support Technician,Community & Personal Service,59.3,12.5,50.0,0.0,3.1
202,Australian Film Television and Radio School (AFTRS),2,50.0,50.0,0.0,0.0,2,35040.0,35040.0,35040.0,0,,0.0,0,,,,0.0,4,"Film and Television Editor | Film and Television Producer's Assistant | Film, Stage and Television Director | Management Consultant",Professionals,75.0,0.0,0.0,0.0,25.0
17669,Australian First Aid,2,0.0,0.0,50.0,0.0,1,,,,0,,0.0,0,,,,0.0,3,Consultant Physician | Nurse - Enrolled | Nurse - Registered,Professionals,66.7,0.0,100.0,0.0,0.0
67010,Australian Fisheries Academy,3,0.0,0.0,33.3,0.0,1,,,,0,,0.0,0,,,,0.0,2,Marine Engineer | Occupational Health and Safety Officer,Professionals,100.0,50.0,50.0,0.0,0.0
12977,Australian Fitness Academy,2,0.0,0.0,0.0,0.0,0,,,,0,,0.0,0,,,,0.0,1,Fitness Instructor,Community & Personal Service,100.0,0.0,0.0,0.0,0.0
67780,Australian Food Hygiene Services Pty Ltd,1,0.0,0.0,0.0,0.0,1,,,,0,,0.0,0,,,,0.0,4,Caterer | Food Process Worker | Food Technician | Occupational Health and Safety Officer,Managers,25.0,25.0,25.0,0.0,0.0
10836,Australian Forensic Services Pty Ltd,11,0.0,0.0,72.7,0.0,2,,,,0,,0.0,0,,,,0.0,14,Sales Assistant | Public Servant - Australian Public Service | Technical Sales Representative | Marketing Officer | Security Adviser,Professionals,40.9,3.3,0.0,0.0,30.0
12849,Australian Forklift Training,2,0.0,0.0,0.0,0.0,0,,,,0,,0.0,0,,,,0.0,4,Information Technology Support Technician | Marketing Officer | Site Reliability Engineer | Technical Program Manager,Technicians & Trades,50.0,25.0,0.0,0.0,25.0
67551,Australian Future Wellbeing Education Pty Ltd,6,16.7,0.0,16.7,0.0,1,,,,0,,0.0,0,,,,0.0,4,General Manager | Office Administrator | Property Developer | Real Estate Salesperson,Professionals,25.0,0.0,0.0,0.0,25.0
18034,Australian Global College,9,0.0,0.0,22.2,0.0,1,,,,0,,0.0,0,,,,0.0,7,Community Worker | Aged Care Worker | Child Carer | Early Childhood Educator | Office Administrator,Community & Personal Service,76.5,0.0,76.5,0.0,5.9
65959,Australian Global Institute Pty Ltd,1,0.0,0.0,0.0,0.0,0,,,,0,,0.0,0,,,,0.0,0,,,,,,,
85925,Australian Guild of Education Pty Ltd,1,100.0,0.0,0.0,0.0,0,,,,0,,0.0,0,,,,0.0,0,,,,,,,
17759,Australian HR Institute,1,0.0,0.0,100.0,0.0,1,,,,0,,0.0,0,,,,0.0,3,Human Resources Officer | Office Administrator | Training Officer,Professionals,80.0,0.0,0.0,0.0,80.0
66345,Australian Harbour International College,30,0.0,0.0,13.3,0.0,2,,,,0,6.0,16.7,0,,,,0.0,18,Community Worker | Aged Care Worker | Office Administrator | Technical Program Manager | Site Reliability Engineer,Community & Personal Service,54.1,13.3,44.4,0.0,2.2
67231,Australian Health and Horticulture Institute,14,0.0,0.0,14.3,0.0,2,,,,0,,0.0,0,,,,0.0,15,Community Worker | Aged Care Worker | Disability Support Worker | Rehabilitation Counsellor | Office Administrator,Community & Personal Service,46.7,3.3,46.7,0.0,6.7
66655,Australian Health and Management Institute,23,0.0,0.0,21.7,0.0,3,,,,0,,0.0,0,,,,0.0,33,Disability Support Worker | Motor Mechanic - Car | Rehabilitation Counsellor | Community Worker | Aged Care Worker,Community & Personal Service,36.6,5.3,35.5,0.0,2.6
67546,Australian Health and Science Institute Pty Ltd,16,0.0,0.0,25.0,0.0,2,,,,0,5.75,12.5,0,,,,0.0,20,Community Worker | Disability Support Worker | Rehabilitation Counsellor | Counsellor | Disability Services Instructor,Community & Personal Service,50.9,5.2,48.3,0.0,0.0
66832,Australian Ideal College Pty Ltd,22,0.0,0.0,9.1,0.0,1,,,,0,,0.0,0,,,,0.0,10,Aged Care Worker | Community Worker | Marketing Officer | Disability Support Worker | General Manager,Community & Personal Service,64.7,2.8,61.1,0.0,13.9
17623,"Australian Industrial Trainers, Assessors & Consultants (AITAC) Pty Ltd",30,0.0,0.0,16.7,0.0,1,1611.0,250.0,3250.0,0,,0.0,0,,,,0.0,14,Dogger | Training Officer | Construction Worker | Forklift Operator | Mobile Plant Operator,Labourers,58.6,0.0,0.0,0.0,13.8
85399,Australian Industry Connect Security Academy Pty Ltd,2,0.0,0.0,50.0,0.0,1,,,,0,6.0,50.0,0,,,,0.0,2,Training Officer | Security Officer,Professionals,66.7,0.0,0.0,0.0,66.7
66186,Australian Institute of Advanced Studies Pty Ltd,15,0.0,0.0,6.7,0.0,1,14000.0,14000.0,14000.0,0,5.28,60.0,0,,,,0.0,17,Aged Care Worker | Community Worker | Child Carer | Early Childhood Educator | Information Technology Support Technician,Community & Personal Service,52.2,28.6,42.9,0.0,3.6
85926,Australian Institute of Advanced Technologies,3,33.3,66.7,0.0,0.0,0,,,,0,,0.0,1,60.0,60.0,60.0,0.0,0,,,,,,,
13163,Australian Institute of Business Pty Ltd,5,0.0,100.0,0.0,0.0,1,36824.0,15532.0,49850.0,0,,0.0,0,,,,0.0,3,Technical Program Manager | Management Consultant | Public Servant - Australian Public Service,Professionals,100.0,0.0,0.0,0.0,25.0
66928,Australian Institute of Business and Technology,5,0.0,0.0,40.0,0.0,2,,,,0,,0.0,0,,,,0.0,7,Community Worker | Aged Care Worker | Disability Support Worker | Office Administrator | Welfare Worker,Community & Personal Service,76.9,0.0,76.9,0.0,3.8
66565,Australian Institute of Career Education (AICE),9,0.0,0.0,22.2,0.0,2,1822.0,145.0,4500.0,0,,0.0,0,,,,0.0,8,Community Worker | Operating Theatre Technician | Ward Assistant | Aged Care Worker | Health Promotion Practitioner,Community & Personal Service,62.5,20.8,75.0,0.0,4.2
13256,Australian Institute of Creative Design,3,0.0,0.0,0.0,0.0,0,,,,0,,0.0,0,,,,0.0,2,Art Director - Advertising | Operating Theatre Technician,Professionals,66.7,33.3,0.0,0.0,66.7
12202,Australian Institute of Early Childhood Studies,1,0.0,0.0,100.0,0.0,1,1700.0,1700.0,1700.0,0,,0.0,0,,,,0.0,2,Training Officer | Driving Instructor,Professionals,80.0,0.0,0.0,0.0,80.0
12840,Australian Institute of Education and Training,1,0.0,0.0,0.0,0.0,0,,,,0,,0.0,0,,,,0.0,0,,,,,,,
66459,Australian Institute of Engineering,8,0.0,0.0,75.0,0.0,1,15638.0,1368.0,24986.0,0,,0.0,0,,,,0.0,18,Engineering Tradesperson - Fabrication | Boiler Attendant | Metal Trades Assistant | Engineering Tradesperson - Mechanical | Metal Press Operator,Machine Operators & Drivers,41.9,25.6,0.0,0.0,0.0
67251,Australian Institute of Entreprenership,7,0.0,0.0,0.0,0.0,0,,,,0,,0.0,0,,,,0.0,4,Chef | Cook | General Manager | Office Administrator,Technicians & Trades,50.0,0.0,0.0,0.0,0.0
66916,Australian Institute of Entrepreneurs,6,0.0,0.0,0.0,0.0,0,,,,0,,0.0,0,,,,0.0,1,Office Administrator,Clerical & Administrative,100.0,0.0,0.0,0.0,0.0
13488,Australian Institute of Family Counselling Ltd,1,0.0,0.0,100.0,0.0,1,9976.0,9976.0,9976.0,0,,0.0,0,,,,0.0,1,Counsellor,Professionals,100.0,0.0,0.0,0.0,0.0
13729,Australian Institute of Flexible Learning,21,0.0,0.0,42.9,0.0,2,4767.0,80.0,15562.0,0,,0.0,0,,,,0.0,25,Community Worker | Welfare Worker | Disability Support Worker | Counsellor | Alcohol and Drug Worker,Community & Personal Service,48.9,2.1,52.1,0.0,3.2
17542,Australian Institute of Food Safety,4,0.0,0.0,75.0,0.0,1,,,,0,,0.0,0,,,,0.0,5,Occupational Health and Safety Officer | Caterer | Food Process Worker | Food Technician | Sales Assistant,Professionals,42.9,14.3,42.9,0.0,0.0
13850,Australian Institute of Higher Education,17,23.5,23.5,52.9,0.0,1,,,,0,,0.0,0,,,,0.0,0,,,,,,,
85446,Australian Institute of Hospitality and Management Pty Ltd,7,0.0,0.0,0.0,0.0,0,,,,0,,0.0,0,,,,0.0,4,Office Administrator | Chef | Cook | General Manager,Clerical & Administrative,40.0,0.0,0.0,0.0,0.0
66284,Australian Institute of Language and Further Education,18,0.0,0.0,11.1,0.0,2,,,,0,5.5,5.6,0,,,,0.0,12,Community Worker | Motor Mechanic - Car | Automotive Electrician | Heavy Vehicle Motor Mechanic | General Manager,Technicians & Trades,58.6,0.0,31.0,0.0,0.0
66458,Australian Institute of Leadership and Safety Pty Ltd,2,0.0,50.0,50.0,0.0,1,,,,0,,0.0,0,,,,0.0,2,Occupational Health and Safety Officer | Safety Inspector,Professionals,66.7,33.3,66.7,0.0,0.0
10473,Australian Institute of Management - Western Australia,5,0.0,20.0,0.0,0.0,1,,,,0,,0.0,0,,,,0.0,5,Project and Program Administrator | Technical Program Manager | General Manager | Hospital Administrator | Office Administrator,Clerical & Administrative,60.0,0.0,0.0,0.0,0.0
345,Australian Institute of Management Education and Training,38,2.6,31.6,2.6,0.0,2,17524.0,13480.0,40440.0,0,0.0,94.7,0,,,,0.0,14,Training Officer | Project and Program Administrator | General Manager | Management Consultant | Occupational Health and Safety Officer,Professionals,53.6,6.7,10.0,0.0,40.0
15810,Australian Institute of Management and Technology,6,0.0,0.0,50.0,0.0,2,7500.0,5000.0,10000.0,0,,0.0,0,,,,0.0,8,Motor Mechanic - Car | Automotive Electrician | Heavy Vehicle Motor Mechanic | Automotive Parts Interpreter | General Manager,Technicians & Trades,78.9,0.0,0.0,0.0,0.0
10376,"Australian Institute of Music (AIM), The",16,75.0,12.5,12.5,0.0,0,50866.0,22320.0,73008.0,0,,0.0,0,,,,0.0,4,Musician | Events Coordinator | Management Consultant | Music Therapist,Professionals,80.0,0.0,20.0,0.0,20.0
13572,Australian Institute of Personal Trainers Pty Ltd,2,0.0,0.0,0.0,0.0,0,,,,0,,0.0,0,,,,0.0,1,Recreation Officer,Professionals,100.0,0.0,0.0,0.0,0.0
86172,Australian Institute of Police Management,2,0.0,100.0,0.0,0.0,0,,,,0,,0.0,0,,,,0.0,0,,,,,,,
598,Australian Institute of Professional Counsellors Pty Ltd,4,0.0,25.0,50.0,0.0,1,22670.0,4179.0,41160.0,0,0.0,50.0,0,,,,0.0,4,Counsellor | Sales Assistant | Dispensary Assistant | Pharmacist,Professionals,50.0,12.5,12.5,0.0,0.0
85134,Australian Institute of Professional Technique AUIPT Language College,12,0.0,0.0,8.3,0.0,1,,,,0,,0.0,0,,,,0.0,7,Community Worker | Aged Care Worker | Child Carer | Early Childhood Educator | Disability Support Worker,Community & Personal Service,87.5,0.0,87.5,0.0,6.2
