organisation_id,name,org_type,state,suburb,postcode,latitude,longitude,sa2_code,sa2_name,sa3_code,sa3_name,lga_code,lga_name,median_rent_weekly,youth_pct,overseas_born_pct,seifa_irsad_score,seifa_irsad_decile,seifa_label,sunshine_hours_yr,car_jail_score,car_free_commute_pct,wfh_pct,pedal_path_pct,night_economy_pct,knowledge_worker_pct,student_bubble_pct,renter_republic_pct,vertical_city_pct,housing_stress_ratio,fresh_energy_pct,community_glue_pct,non_english_home_pct,global_mix_score,car_jail_score_norm,car_free_commute_pct_norm,wfh_pct_norm,pedal_path_pct_norm,night_economy_pct_norm,knowledge_worker_pct_norm,student_bubble_pct_norm,renter_republic_pct_norm,vertical_city_pct_norm,housing_stress_ratio_norm,fresh_energy_pct_norm,community_glue_pct_norm,global_mix_score_norm,qualification_density,grad_capture_rate,professional_job_pct,stem_field_pct,income_growth_signal,employment_rate,mortgage_stress_pct,qualification_density_norm,grad_capture_rate_norm,professional_job_pct_norm,stem_field_pct_norm,income_growth_signal_norm,employment_rate_norm,mortgage_stress_pct_norm,social_scene_score,food_scene_pct,entertainment_pct,healthcare_access_pct,education_hub_pct,retail_density_pct,civic_services_pct,knowledge_hub_pct,job_gravity_ratio,social_scene_score_norm,food_scene_pct_norm,entertainment_pct_norm,healthcare_access_pct_norm,education_hub_pct_norm,retail_density_pct_norm,civic_services_pct_norm,knowledge_hub_pct_norm,job_gravity_ratio_norm,uni_town_index,just_one_more_degree,low_income_youth_pct,sharehouse_capital,bank_of_mum_and_dad,peter_pan_index,adulting_score,dink_potential,singles_scene,first_job_energy,side_hustle_generation,promotion_pipeline,startup_dreamer_density,uni_town_index_norm,low_income_youth_pct_norm,sharehouse_capital_norm,first_job_energy_norm,side_hustle_generation_norm,promotion_pipeline_norm,startup_dreamer_density_norm,bank_of_mum_and_dad_norm,peter_pan_index_norm,adulting_score_norm,singles_scene_norm,dink_potential_norm,just_one_more_degree_norm,ramen_economy_score,ramen_economy_score_norm,delayed_adulting_score,delayed_adulting_score_norm,all_nighter_index,all_nighter_index_norm,rent_forever_index,rent_forever_index_norm,nightlife_index,nightlife_index_norm,digital_nomad_potential,digital_nomad_potential_norm,flat_white_density,flat_white_density_norm,global_youth_hub,global_youth_hub_norm
66079,Akadia Training,Registered Training Organisation,QLD,North Toowoomba,4350.0,-27.5425522,151.9600986,317011454,North Toowoomba - Harlaxton,31701.0,Toowoomba,36910.0,Toowoomba,280.0,14.8,4.1,908.0,2.0,Hustle Suburb,2025.0,7.7,25.3,6.9,4.6,7.6,38.0,8.2,44.7,2.2,41.6,17.4,15.2,3.8,4.0,7.7,25.3,6.9,4.6,7.6,38.0,8.2,44.7,2.2,41.6,17.4,15.2,4.0,30.3,77.8,29.8,31.3,18.3,52.7,4.3,30.3,77.8,29.8,31.3,18.3,52.7,4.3,9.8,7.9,1.9,13.8,12.5,8.8,1.2,3.7,1.915,9.8,7.9,1.9,13.8,12.5,8.8,1.2,3.7,49.4,4.3,12.7,47.3,7.2,8.4,3.9,62.4,49.2,73.0,92.3,30.3,34.9,6.2,4.3,47.3,7.2,92.3,30.3,34.9,6.2,8.4,3.9,62.4,73.0,49.2,12.7,33.4,33.4,41.6,41.6,7.9,7.9,30.1,30.1,5.8,5.8,16.2,16.2,5.9,5.9,2.9,2.9
66084,All States Training,Registered Training Organisation,QLD,Oakhurst,4650.0,-25.5001922,152.6292175,319051524,Maryborough (Qld),31905.0,Maryborough,33220.0,Fraser Coast,255.0,11.0,4.0,840.0,1.0,Hustle Suburb,2025.0,10.5,25.3,5.2,5.5,8.0,33.4,3.4,30.9,5.0,49.3,13.7,13.8,0.9,2.4,10.5,25.3,5.2,5.5,8.0,33.4,3.4,30.9,5.0,49.3,13.7,13.8,2.4,15.8,83.1,21.2,35.2,10.9,38.2,1.6,15.8,83.1,21.2,35.2,10.9,38.2,1.6,7.4,6.7,0.7,21.0,10.6,11.8,11.4,3.5,2.948,7.4,6.7,0.7,21.0,10.6,11.8,11.4,3.5,55.6,1.7,7.4,40.5,3.1,13.5,6.5,46.6,39.9,76.0,83.0,35.1,18.4,5.0,1.7,40.5,3.1,83.0,35.1,18.4,5.0,13.5,6.5,46.6,76.0,39.9,7.4,24.9,24.9,36.7,36.7,5.7,5.7,19.9,19.9,5.1,5.1,14.0,14.0,5.1,5.1,2.1,2.1
65975,Allmyne Consulting and Training Services Pty Ltd,Registered Training Organisation,QLD,Moranbah,4744.0,-22.0015115,148.0454541,312011341,Moranbah,31201.0,Bowen Basin - North,33980.0,Isaac,111.0,12.3,2.8,998.0,6.0,Grounded & Real,2025.0,2.4,24.9,3.3,3.7,8.4,13.2,2.7,67.9,1.4,7.1,19.9,12.2,3.6,3.2,2.4,24.9,3.3,3.7,8.4,13.2,2.7,67.9,1.4,7.1,19.9,12.2,3.2,17.0,60.0,20.4,40.2,50.2,66.5,5.2,17.0,60.0,20.4,40.2,50.2,66.5,5.2,6.0,5.5,0.4,2.9,3.8,2.5,3.0,1.2,3.551,6.0,5.5,0.4,2.9,3.8,2.5,3.0,1.2,58.3,0.9,6.4,10.8,3.8,1.9,1.0,56.8,49.9,70.6,96.4,16.1,24.8,2.5,0.9,10.8,3.8,96.4,16.1,24.8,2.5,1.9,1.0,56.8,70.6,49.9,6.4,27.1,27.1,47.4,47.4,5.6,5.6,41.8,41.8,4.8,4.8,5.9,5.9,3.1,3.1,1.6,1.6
67360,ALPINE TRAINING,Registered Training Organisation,QLD,LOGANHOLME,4129.0,-27.6762984,153.1871065,311051325,Loganholme - Tanah Merah,31105.0,Loganlea - Carbrook,34590.0,Logan,390.0,12.1,8.4,972.0,4.0,Hustle Suburb,2025.0,2.4,28.3,12.1,0.7,6.7,27.5,7.8,27.0,1.1,47.2,13.8,11.1,6.2,7.3,2.4,28.3,12.1,0.7,6.7,27.5,7.8,27.0,1.1,47.2,13.8,11.1,7.3,24.8,86.0,26.6,43.7,25.5,64.3,7.9,24.8,86.0,26.6,43.7,25.5,64.3,7.9,6.8,5.9,0.9,7.8,4.2,12.5,4.9,7.8,2.442,6.8,5.9,0.9,7.8,4.2,12.5,4.9,7.8,52.9,5.2,9.7,48.2,4.0,12.7,6.6,64.0,58.5,69.4,91.4,28.4,28.6,8.4,5.2,48.2,4.0,91.4,28.4,28.6,8.4,12.7,6.6,64.0,69.4,58.5,9.7,27.7,27.7,33.5,33.5,7.2,7.2,19.3,19.3,4.5,4.5,15.8,15.8,7.4,7.4,4.8,4.8
67617,Alzheimer's Association of Queensland Inc,Registered Training Organisation,QLD,Upper Mount Gravatt,4122.0,-27.5603111,153.0859048,303031065,Upper Mount Gravatt,30303.0,Mt Gravatt,31000.0,Brisbane,415.0,16.9,23.8,1018.0,6.0,Grounded & Real,2025.0,11.4,43.5,16.2,3.7,11.4,35.7,23.0,44.1,33.5,55.6,23.6,12.4,29.1,26.4,11.4,43.5,16.2,3.7,11.4,35.7,23.0,44.1,33.5,55.6,23.6,12.4,26.4,51.6,68.3,39.2,36.2,24.0,58.1,15.8,51.6,68.3,39.2,36.2,24.0,58.1,15.8,12.8,11.4,1.5,16.5,7.0,22.1,15.1,10.1,3.717,12.8,11.4,1.5,16.5,7.0,22.1,15.1,10.1,58.9,19.7,17.7,66.8,19.6,5.5,2.5,54.9,46.2,78.1,90.7,37.1,42.2,14.2,19.7,66.8,19.6,90.7,37.1,42.2,14.2,5.5,2.5,54.9,78.1,46.2,17.7,44.6,44.6,47.3,47.3,17.2,17.2,35.7,35.7,8.1,8.1,20.7,20.7,11.9,11.9,19.2,19.2
66184,Ambition Training Institute Pty Ltd,Registered Training Organisation,QLD,BRISBANE CITY,4000.0,-27.4673932,153.0255611,305011105,Brisbane City,30501.0,Brisbane Inner,31000.0,Brisbane,460.0,22.8,31.4,1087.0,9.0,Established & Affluent,2025.0,37.8,78.6,21.7,30.3,18.5,33.9,35.8,65.2,92.6,50.3,39.7,13.5,29.8,30.6,37.8,78.6,21.7,30.3,18.5,33.9,35.8,65.2,92.6,50.3,39.7,13.5,30.6,60.6,67.1,47.2,36.4,34.3,62.0,24.0,60.6,67.1,47.2,36.4,34.3,62.0,24.0,5.9,4.3,1.6,4.0,4.2,3.0,22.8,38.1,34.288,5.9,4.3,1.6,4.0,4.2,3.0,22.8,38.1,91.0,32.7,27.2,78.0,22.2,1.7,0.8,52.4,34.9,86.8,85.8,35.8,45.5,19.8,32.7,78.0,22.2,85.8,35.8,45.5,19.8,1.7,0.8,52.4,86.8,34.9,27.2,59.7,59.7,58.1,58.1,27.2,27.2,53.4,53.4,8.1,8.1,31.2,31.2,20.7,20.7,34.1,34.1
13860,AMC Training & Consulting Pty Ltd,Registered Training Organisation,QLD,COOROY,4563.0,-26.4175921,152.9128022,316081549,Noosa Hinterland,31608.0,Noosa Hinterland,35740.0,Noosa,415.0,9.4,10.9,998.0,6.0,Grounded & Real,2025.0,1.7,34.7,17.5,2.6,10.5,30.9,5.7,12.8,2.6,61.6,13.7,16.8,2.3,6.6,1.7,34.7,17.5,2.6,10.5,30.9,5.7,12.8,2.6,61.6,13.7,16.8,6.6,30.1,81.2,32.9,37.9,22.1,52.5,13.3,30.1,81.2,32.9,37.9,22.1,52.5,13.3,9.8,7.7,2.0,14.6,11.3,9.4,2.5,9.2,1.058,9.8,7.7,2.0,14.6,11.3,9.4,2.5,9.2,40.8,3.1,8.7,42.3,2.3,20.3,11.5,55.2,51.1,74.9,92.3,35.7,27.1,8.4,3.1,42.3,2.3,92.3,35.7,27.1,8.4,20.3,11.5,55.2,74.9,51.1,8.7,20.3,20.3,30.0,30.0,8.1,8.1,10.0,10.0,6.7,6.7,19.2,19.2,8.4,8.4,4.9,4.9
67279,American College,Registered Training Organisation,QLD,Woolloongabba,4102.0,-27.4936755,153.0417504,303021058,Woolloongabba,30302.0,Holland Park - Yeronga,31000.0,Brisbane,440.0,25.3,24.7,1078.0,9.0,Established & Affluent,2025.0,15.8,59.7,17.8,11.0,14.8,41.0,34.5,69.7,69.2,50.7,35.3,16.0,26.1,25.4,15.8,59.7,17.8,11.0,14.8,41.0,34.5,69.7,69.2,50.7,35.3,16.0,25.4,61.5,71.8,48.1,35.2,26.6,64.9,20.0,61.5,71.8,48.1,35.2,26.6,64.9,20.0,6.6,5.1,1.5,57.0,7.8,4.9,1.5,5.9,6.033,6.6,5.1,1.5,57.0,7.8,4.9,1.5,5.9,65.9,30.9,28.4,71.1,27.9,1.7,0.6,50.1,37.6,88.5,90.7,34.6,52.2,15.4,30.9,71.1,27.9,90.7,34.6,52.2,15.4,1.7,0.6,50.1,88.5,37.6,28.4,58.4,58.4,62.0,62.0,24.6,24.6,55.6,55.6,7.1,7.1,21.6,21.6,8.8,8.8,29.8,29.8
16508,Aminya Natural Therapies Academy,Registered Training Organisation,QLD,MARCOOLA,4564.0,-26.601971,153.0957123,316031426,Marcoola - Mudjimba,31603.0,Maroochy,36720.0,Sunshine Coast,435.0,9.9,8.8,995.0,5.0,Grounded & Real,2025.0,2.7,31.6,14.7,2.6,11.5,33.8,9.1,27.3,16.1,57.6,18.3,16.2,3.4,6.1,2.7,31.6,14.7,2.6,11.5,33.8,9.1,27.3,16.1,57.6,18.3,16.2,6.1,31.4,81.9,31.2,36.4,24.5,53.4,13.2,31.4,81.9,31.2,36.4,24.5,53.4,13.2,20.4,16.5,3.9,13.1,5.4,8.2,1.7,8.9,1.221,20.4,16.5,3.9,13.1,5.4,8.2,1.7,8.9,42.9,5.9,12.5,36.5,6.8,13.1,6.8,56.6,50.4,76.8,96.8,34.3,30.8,8.9,5.9,36.5,6.8,96.8,34.3,30.8,8.9,13.1,6.8,56.6,76.8,50.4,12.5,24.3,24.3,37.0,37.0,10.3,10.3,20.0,20.0,10.6,10.6,19.1,19.1,11.4,11.4,4.2,4.2
13742,Ampd Academy,Registered Training Organisation,QLD,REDBANK PLAINS,4301.0,-27.6511465,152.851479,310041302,Redbank Plains,31004.0,Springfield - Redbank,33960.0,Ipswich,350.0,15.6,8.2,884.0,1.0,Hustle Suburb,2025.0,4.2,24.5,8.2,0.5,6.8,26.6,6.5,57.8,1.7,46.9,19.0,9.3,12.1,10.1,4.2,24.5,8.2,0.5,6.8,26.6,6.5,57.8,1.7,46.9,19.0,9.3,10.1,18.4,78.9,16.5,35.2,15.9,57.6,3.2,18.4,78.9,16.5,35.2,15.9,57.6,3.2,17.1,16.4,0.7,14.9,22.3,14.6,1.6,4.6,0.512,17.1,16.4,0.7,14.9,22.3,14.6,1.6,4.6,30.3,4.2,9.5,48.7,4.0,9.3,4.5,60.9,53.9,73.1,87.3,30.4,17.1,4.9,4.2,48.7,4.0,87.3,30.4,17.1,4.9,9.3,4.5,60.9,73.1,53.9,9.5,37.7,37.7,45.0,45.0,6.6,6.6,37.3,37.3,8.0,8.0,13.1,13.1,8.6,8.6,6.1,6.1
65925,Animal Industries Resource Centre,Registered Training Organisation,QLD,Northgate,4013.0,-27.3851353,153.0757023,302031038,Northgate - Virginia,30203.0,Nundah,31000.0,Brisbane,380.0,11.3,9.8,1060.0,8.0,Up-and-Coming,2025.0,7.9,50.4,21.8,2.0,9.0,35.7,13.3,36.4,15.1,36.5,16.3,14.5,11.5,10.6,7.9,50.4,21.8,2.0,9.0,35.7,13.3,36.4,15.1,36.5,16.3,14.5,10.6,49.6,79.9,43.4,37.8,37.7,70.4,19.9,49.6,79.9,43.4,37.8,37.7,70.4,19.9,3.8,3.1,0.7,4.0,1.8,11.9,1.2,5.4,5.472,3.8,3.1,0.7,4.0,1.8,11.9,1.2,5.4,64.5,10.2,15.8,40.6,10.8,8.3,4.3,64.7,57.9,69.3,94.1,29.7,43.6,15.2,10.2,40.6,10.8,94.1,29.7,43.6,15.2,8.3,4.3,64.7,69.3,57.9,15.8,30.1,30.1,38.8,38.8,11.2,11.2,27.2,27.2,4.3,4.3,21.0,21.0,7.9,7.9,5.3,5.3
66008,Animal Industry Training Services,Registered Training Organisation,QLD,Emerald,4720.0,-23.5253628,148.156664,308011192,Emerald,30801.0,Central Highlands (Qld),32270.0,Central Highlands (Qld),300.0,13.4,3.6,976.0,5.0,Grounded & Real,2025.0,3.4,25.9,3.9,3.7,8.0,20.9,4.7,44.5,8.4,29.0,20.1,17.3,4.5,4.0,3.4,25.9,3.9,3.7,8.0,20.9,4.7,44.5,8.4,29.0,20.1,17.3,4.0,23.1,77.9,24.1,43.1,43.2,71.3,8.6,23.1,77.9,24.1,43.1,43.2,71.3,8.6,10.0,9.1,0.9,11.0,12.0,14.1,7.5,5.6,1.597,10.0,9.1,0.9,11.0,12.0,14.1,7.5,5.6,46.8,2.2,7.7,21.8,5.7,4.4,2.2,65.8,55.8,69.6,95.3,23.7,27.4,4.0,2.2,21.8,5.7,95.3,23.7,27.4,4.0,4.4,2.2,65.8,69.6,55.8,7.7,23.7,23.7,39.9,39.9,6.4,6.4,28.6,28.6,6.0,6.0,10.1,10.1,6.2,6.2,2.3,2.3
66212,ANRAN Training,Registered Training Organisation,QLD,URANGAN,4655.0,-25.2819539,152.9011072,319041521,Urangan - Wondunna,31904.0,Hervey Bay,33220.0,Fraser Coast,345.0,9.4,9.3,915.0,2.0,Hustle Suburb,2025.0,4.8,25.1,7.8,3.2,11.3,36.0,4.8,27.4,4.5,60.8,18.2,12.4,2.3,5.8,4.8,25.1,7.8,3.2,11.3,36.0,4.8,27.4,4.5,60.8,18.2,12.4,5.8,21.8,81.0,28.2,36.5,15.0,42.4,5.0,21.8,81.0,28.2,36.5,15.0,42.4,5.0,19.0,17.6,1.4,8.7,16.6,8.0,9.9,3.1,1.26,19.0,17.6,1.4,8.7,16.6,8.0,9.9,3.1,43.3,2.1,8.5,38.0,4.7,11.8,6.2,58.1,52.0,72.4,89.0,34.4,28.2,4.8,2.1,38.0,4.7,89.0,34.4,28.2,4.8,11.8,6.2,58.1,72.4,52.0,8.5,23.4,23.4,34.8,34.8,8.0,8.0,18.4,18.4,10.1,10.1,15.6,15.6,8.5,8.5,4.2,4.2
66001,Apex Training Institute,Registered Training Organisation,QLD,Mount Gravatt,4122.0,-27.5351497,153.0770602,303031063,Mount Gravatt,30303.0,Mt Gravatt,31000.0,Brisbane,395.0,13.9,13.2,1045.0,7.0,Up-and-Coming,2025.0,7.7,43.5,20.1,1.9,8.1,39.7,14.8,38.7,19.8,41.7,15.9,15.3,16.3,14.8,7.7,43.5,20.1,1.9,8.1,39.7,14.8,38.7,19.8,41.7,15.9,15.3,14.8,53.3,80.2,46.0,35.6,33.7,65.3,18.9,53.3,80.2,46.0,35.6,33.7,65.3,18.9,10.8,9.4,1.4,13.6,26.4,19.4,1.6,8.7,1.132,10.8,9.4,1.4,13.6,26.4,19.4,1.6,8.7,41.8,12.2,13.3,53.8,10.0,8.5,4.4,66.8,58.8,73.9,93.0,30.1,50.7,15.0,12.2,53.8,10.0,93.0,30.1,50.7,15.0,8.5,4.4,66.8,73.9,58.8,13.3,35.8,35.8,40.9,40.9,11.4,11.4,29.1,29.1,6.3,6.3,22.8,22.8,11.0,11.0,8.7,8.7
65945,APS Training Group,Registered Training Organisation,QLD,Bundaberg West,4670.0,-24.8713449,152.3355917,319011495,Bundaberg,31901.0,Bundaberg,31820.0,Bundaberg,250.0,13.7,8.2,827.0,1.0,Hustle Suburb,2025.0,15.4,23.9,3.7,6.9,10.9,30.9,6.0,60.1,13.8,41.3,19.8,12.0,8.3,8.2,15.4,23.9,3.7,6.9,10.9,30.9,6.0,60.1,13.8,41.3,19.8,12.0,8.2,24.9,73.4,24.5,31.4,11.1,46.4,1.0,24.9,73.4,24.5,31.4,11.1,46.4,1.0,8.7,8.2,0.5,38.1,5.1,13.8,9.2,8.9,7.917,8.7,8.2,0.5,38.1,5.1,13.8,9.2,8.9,69.8,4.2,10.5,50.4,12.0,6.4,2.8,44.3,31.9,78.9,85.7,33.8,25.6,3.0,4.2,50.4,12.0,85.7,33.8,25.6,3.0,6.4,2.8,44.3,78.9,31.9,10.5,38.8,38.8,50.3,50.3,8.4,8.4,38.5,38.5,6.5,6.5,14.5,14.5,6.7,6.7,5.4,5.4
66065,AQTRAINING,Registered Training Organisation,QLD,Logan Village,4207.0,-27.807282,153.0772247,311041322,Logan Village,31104.0,Jimboomba,34590.0,Logan,470.0,12.2,8.0,994.0,5.0,Grounded & Real,2025.0,1.2,28.8,13.5,1.1,6.9,24.4,8.2,10.8,0.5,60.6,11.7,11.7,3.6,5.8,1.2,28.8,13.5,1.1,6.9,24.4,8.2,10.8,0.5,60.6,11.7,11.7,5.8,19.5,85.0,24.9,47.4,27.5,60.3,15.5,19.5,85.0,24.9,47.4,27.5,60.3,15.5,5.4,3.6,1.9,8.6,5.8,7.1,1.8,5.4,0.857,5.4,3.6,1.9,8.6,5.8,7.1,1.8,5.4,37.8,5.2,7.7,48.6,1.4,18.4,10.3,62.6,60.7,69.4,90.7,25.8,24.7,8.4,5.2,48.6,1.4,90.7,25.8,24.7,8.4,18.4,10.3,62.6,69.4,60.7,7.7,22.5,22.5,27.2,27.2,7.6,7.6,9.8,9.8,4.1,4.1,14.4,14.4,5.8,5.8,4.7,4.7
67271,Ardor College,Registered Training Organisation,QLD,Aitkenvale,4814.0,-19.2702318,146.8183322,318021488,South Townsville - Railway Estate,31802.0,Townsville,37010.0,Townsville,300.0,14.0,6.3,973.0,4.0,Hustle Suburb,2025.0,7.7,25.0,5.1,5.2,12.4,30.4,10.1,44.8,12.4,33.6,19.9,14.1,4.2,5.2,7.7,25.0,5.1,5.2,12.4,30.4,10.1,44.8,12.4,33.6,19.9,14.1,5.2,31.7,70.9,33.6,34.9,27.4,60.5,3.4,31.7,70.9,33.6,34.9,27.4,60.5,3.4,20.0,16.7,3.3,5.9,7.6,2.5,9.3,7.9,2.329,20.0,16.7,3.3,5.9,7.6,2.5,9.3,7.9,52.2,7.5,14.2,23.6,10.9,5.3,2.5,59.3,42.8,82.9,96.4,29.1,42.6,10.4,7.5,23.6,10.9,96.4,29.1,42.6,10.4,5.3,2.5,59.3,82.9,42.8,14.2,26.2,26.2,46.2,46.2,11.2,11.2,30.9,30.9,10.8,10.8,14.5,14.5,11.7,11.7,4.2,4.2
66500,ARG-A QR Company,Registered Training Organisation,QLD,Brisbane,4000.0,-27.4657999,153.0309008,305011105,Brisbane City,30501.0,Brisbane Inner,31000.0,Brisbane,460.0,22.8,31.4,1087.0,9.0,Established & Affluent,2025.0,37.8,78.6,21.7,30.3,18.5,33.9,35.8,65.2,92.6,50.3,39.7,13.5,29.8,30.6,37.8,78.6,21.7,30.3,18.5,33.9,35.8,65.2,92.6,50.3,39.7,13.5,30.6,60.6,67.1,47.2,36.4,34.3,62.0,24.0,60.6,67.1,47.2,36.4,34.3,62.0,24.0,5.9,4.3,1.6,4.0,4.2,3.0,22.8,38.1,34.288,5.9,4.3,1.6,4.0,4.2,3.0,22.8,38.1,91.0,32.7,27.2,78.0,22.2,1.7,0.8,52.4,34.9,86.8,85.8,35.8,45.5,19.8,32.7,78.0,22.2,85.8,35.8,45.5,19.8,1.7,0.8,52.4,86.8,34.9,27.2,59.7,59.7,58.1,58.1,27.2,27.2,53.4,53.4,8.1,8.1,31.2,31.2,20.7,20.7,34.1,34.1
66002,Ascent Training Solutions Pty Ltd,Registered Training Organisation,QLD,Virginia,4014.0,-27.3758107,153.0601546,302031038,Northgate - Virginia,30203.0,Nundah,31000.0,Brisbane,380.0,11.3,9.8,1060.0,8.0,Up-and-Coming,2025.0,7.9,50.4,21.8,2.0,9.0,35.7,13.3,36.4,15.1,36.5,16.3,14.5,11.5,10.6,7.9,50.4,21.8,2.0,9.0,35.7,13.3,36.4,15.1,36.5,16.3,14.5,10.6,49.6,79.9,43.4,37.8,37.7,70.4,19.9,49.6,79.9,43.4,37.8,37.7,70.4,19.9,3.8,3.1,0.7,4.0,1.8,11.9,1.2,5.4,5.472,3.8,3.1,0.7,4.0,1.8,11.9,1.2,5.4,64.5,10.2,15.8,40.6,10.8,8.3,4.3,64.7,57.9,69.3,94.1,29.7,43.6,15.2,10.2,40.6,10.8,94.1,29.7,43.6,15.2,8.3,4.3,64.7,69.3,57.9,15.8,30.1,30.1,38.8,38.8,11.2,11.2,27.2,27.2,4.3,4.3,21.0,21.0,7.9,7.9,5.3,5.3
12130,Ashley Institute of Training,Registered Training Organisation,QLD,Salisbury,4107.0,-27.5476571,153.0210688,303041070,Salisbury - Nathan,30304.0,Nathan,31000.0,Brisbane,385.0,14.9,11.4,1047.0,8.0,Up-and-Coming,2025.0,5.1,44.2,18.9,2.6,8.1,38.0,21.6,29.6,5.4,42.6,14.9,17.5,12.4,11.9,5.1,44.2,18.9,2.6,8.1,38.0,21.6,29.6,5.4,42.6,14.9,17.5,11.9,51.0,82.4,41.4,38.5,30.7,65.7,14.1,51.0,82.4,41.4,38.5,30.7,65.7,14.1,6.6,3.7,2.9,6.0,30.7,3.6,3.9,4.1,3.923,6.6,3.7,2.9,6.0,30.7,3.6,3.9,4.1,59.7,19.3,15.6,65.5,11.0,6.8,3.7,63.0,55.8,74.4,86.8,31.6,47.9,12.4,19.3,65.5,11.0,86.8,31.6,47.9,12.4,6.8,3.7,63.0,74.4,55.8,15.6,38.9,38.9,38.3,38.3,14.8,14.8,26.4,26.4,4.9,4.9,20.3,20.3,6.7,6.7,8.1,8.1
67797,Aspire to Succeed Pty Ltd,Registered Training Organisation,QLD,Caboolture,4510.0,-27.0850101,152.9419455,313021573,Caboolture - West,31302.0,Caboolture,35010.0,Moreton Bay,300.0,11.5,5.9,886.0,1.0,Hustle Suburb,2025.0,8.4,27.9,9.1,1.7,7.2,28.2,5.4,32.7,1.8,48.5,14.9,10.4,3.3,4.6,8.4,27.9,9.1,1.7,7.2,28.2,5.4,32.7,1.8,48.5,14.9,10.4,4.6,17.1,82.4,19.2,37.5,15.9,48.6,4.8,17.1,82.4,19.2,37.5,15.9,48.6,4.8,7.3,6.3,1.0,25.5,12.1,6.1,17.2,3.7,2.523,7.3,6.3,1.0,25.5,12.1,6.1,17.2,3.7,53.4,3.3,8.8,49.0,4.0,13.9,7.1,58.3,54.3,71.3,85.5,30.6,16.8,4.8,3.3,49.0,4.0,85.5,30.6,16.8,4.8,13.9,7.1,58.3,71.3,54.3,8.8,29.0,29.0,36.0,36.0,6.3,6.3,21.8,21.8,4.8,4.8,13.7,13.7,4.9,4.9,3.2,3.2
66592,AssentTECS,Registered Training Organisation,QLD,BUDERIM,4556.0,-26.6850159,153.0659276,316011414,Buderim - South,31601.0,Buderim,36720.0,Sunshine Coast,450.0,12.4,12.8,1042.0,7.0,Up-and-Coming,2025.0,2.7,33.5,16.7,1.5,10.4,39.5,10.7,24.5,10.2,54.0,17.4,17.7,4.6,8.7,2.7,33.5,16.7,1.5,10.4,39.5,10.7,24.5,10.2,54.0,17.4,17.7,8.7,40.9,78.9,39.5,33.6,31.8,61.7,19.6,40.9,78.9,39.5,33.6,31.8,61.7,19.6,8.4,5.9,2.5,37.3,9.7,8.6,0.6,10.1,1.041,8.4,5.9,2.5,37.3,9.7,8.6,0.6,10.1,40.6,7.8,12.2,44.9,7.9,11.9,6.3,57.7,53.0,74.2,94.3,36.0,40.2,11.4,7.8,44.9,7.9,94.3,36.0,40.2,11.4,11.9,6.3,57.7,74.2,53.0,12.2,26.7,26.7,35.5,35.5,10.6,10.6,19.0,19.0,6.3,6.3,22.1,22.1,9.1,9.1,7.6,7.6
67356,ASSET Aviation Institute,Registered Training Organisation,QLD,Brisbane,4000.0,-27.4697761,153.0297459,305011105,Brisbane City,30501.0,Brisbane Inner,31000.0,Brisbane,460.0,22.8,31.4,1087.0,9.0,Established & Affluent,2025.0,37.8,78.6,21.7,30.3,18.5,33.9,35.8,65.2,92.6,50.3,39.7,13.5,29.8,30.6,37.8,78.6,21.7,30.3,18.5,33.9,35.8,65.2,92.6,50.3,39.7,13.5,30.6,60.6,67.1,47.2,36.4,34.3,62.0,24.0,60.6,67.1,47.2,36.4,34.3,62.0,24.0,5.9,4.3,1.6,4.0,4.2,3.0,22.8,38.1,34.288,5.9,4.3,1.6,4.0,4.2,3.0,22.8,38.1,91.0,32.7,27.2,78.0,22.2,1.7,0.8,52.4,34.9,86.8,85.8,35.8,45.5,19.8,32.7,78.0,22.2,85.8,35.8,45.5,19.8,1.7,0.8,52.4,86.8,34.9,27.2,59.7,59.7,58.1,58.1,27.2,27.2,53.4,53.4,8.1,8.1,31.2,31.2,20.7,20.7,34.1,34.1
13596,Asset College,Registered Training Organisation,QLD,NORTH LAKES,4509.0,-27.2422197,153.0154642,314021579,North Lakes,31402.0,North Lakes,35010.0,Moreton Bay,420.0,13.3,17.9,1029.0,7.0,Up-and-Coming,2025.0,2.8,35.4,16.0,1.2,8.7,33.3,9.5,37.3,3.1,47.5,17.0,12.0,13.7,15.8,2.8,35.4,16.0,1.2,8.7,33.3,9.5,37.3,3.1,47.5,17.0,12.0,15.8,37.2,81.2,34.2,35.8,34.8,66.4,12.3,37.2,81.2,34.2,35.8,34.8,66.4,12.3,12.1,10.7,1.4,17.9,8.6,26.4,2.0,12.7,1.993,12.1,10.7,1.4,17.9,8.6,26.4,2.0,12.7,49.9,7.2,11.2,49.2,3.7,9.7,5.2,68.5,63.9,67.2,92.0,31.0,33.1,8.5,7.2,49.2,3.7,92.0,31.0,33.1,8.5,9.7,5.2,68.5,67.2,63.9,11.2,32.0,32.0,36.1,36.1,9.1,9.1,26.2,26.2,6.9,6.9,20.7,20.7,10.6,10.6,11.3,11.3
