organisation_id,name,org_type,state,suburb,postcode,latitude,longitude,sa2_code,sa2_name,sa3_code,sa3_name,lga_code,lga_name,median_rent_weekly,youth_pct,overseas_born_pct,seifa_irsad_score,seifa_irsad_decile,seifa_label,sunshine_hours_yr,car_jail_score,car_free_commute_pct,wfh_pct,pedal_path_pct,night_economy_pct,knowledge_worker_pct,student_bubble_pct,renter_republic_pct,vertical_city_pct,housing_stress_ratio,fresh_energy_pct,community_glue_pct,non_english_home_pct,global_mix_score,car_jail_score_norm,car_free_commute_pct_norm,wfh_pct_norm,pedal_path_pct_norm,night_economy_pct_norm,knowledge_worker_pct_norm,student_bubble_pct_norm,renter_republic_pct_norm,vertical_city_pct_norm,housing_stress_ratio_norm,fresh_energy_pct_norm,community_glue_pct_norm,global_mix_score_norm,qualification_density,grad_capture_rate,professional_job_pct,stem_field_pct,income_growth_signal,employment_rate,mortgage_stress_pct,qualification_density_norm,grad_capture_rate_norm,professional_job_pct_norm,stem_field_pct_norm,income_growth_signal_norm,employment_rate_norm,mortgage_stress_pct_norm,social_scene_score,food_scene_pct,entertainment_pct,healthcare_access_pct,education_hub_pct,retail_density_pct,civic_services_pct,knowledge_hub_pct,job_gravity_ratio,social_scene_score_norm,food_scene_pct_norm,entertainment_pct_norm,healthcare_access_pct_norm,education_hub_pct_norm,retail_density_pct_norm,civic_services_pct_norm,knowledge_hub_pct_norm,job_gravity_ratio_norm,uni_town_index,just_one_more_degree,low_income_youth_pct,sharehouse_capital,bank_of_mum_and_dad,peter_pan_index,adulting_score,dink_potential,singles_scene,first_job_energy,side_hustle_generation,promotion_pipeline,startup_dreamer_density,uni_town_index_norm,low_income_youth_pct_norm,sharehouse_capital_norm,first_job_energy_norm,side_hustle_generation_norm,promotion_pipeline_norm,startup_dreamer_density_norm,bank_of_mum_and_dad_norm,peter_pan_index_norm,adulting_score_norm,singles_scene_norm,dink_potential_norm,just_one_more_degree_norm,ramen_economy_score,ramen_economy_score_norm,delayed_adulting_score,delayed_adulting_score_norm,all_nighter_index,all_nighter_index_norm,rent_forever_index,rent_forever_index_norm,nightlife_index,nightlife_index_norm,digital_nomad_potential,digital_nomad_potential_norm,flat_white_density,flat_white_density_norm,global_youth_hub,global_youth_hub_norm
66649,Lee Academy Dance & Performing Arts,Registered Training Organisation,NSW,Tuggerah,2259.0,-33.3185748,151.4177399,102021055,Tuggerah - Kangy Angy,10202.0,Wyong,11650.0,Central Coast (NSW),425.0,14.1,9.3,996.0,5.0,Grounded & Real,1992.0,3.8,45.4,23.4,2.0,9.2,31.1,12.1,28.8,1.3,54.2,13.4,11.8,7.9,8.6,3.8,45.4,23.4,2.0,9.2,31.1,12.1,28.8,1.3,54.2,13.4,11.8,8.6,30.8,81.9,30.1,38.1,28.3,60.3,12.3,30.8,81.9,30.1,38.1,28.3,60.3,12.3,6.7,5.6,1.0,13.1,4.1,17.9,7.6,11.3,7.62,6.7,5.6,1.0,13.1,4.1,17.9,7.6,11.3,69.3,7.6,10.3,50.5,4.6,16.4,9.1,62.1,56.6,73.8,95.8,32.9,30.6,8.9,7.6,50.5,4.6,95.8,32.9,30.6,8.9,16.4,9.1,62.1,73.8,56.6,10.3,30.5,30.5,35.7,35.7,10.6,10.6,22.1,22.1,5.3,5.3,21.9,21.9,8.6,8.6,6.2,6.2
16372,Lennox College,Registered Training Organisation,NSW,BANKSTOWN,2200.0,-33.9156831,151.0333537,119011571,Bankstown - North,11901.0,Bankstown,11570.0,Canterbury-Bankstown,400.0,12.2,32.8,917.0,2.0,Hustle Suburb,1992.0,13.2,54.6,25.2,2.5,8.0,29.0,12.7,51.4,65.2,71.7,14.7,6.3,71.5,52.2,13.2,54.6,25.2,2.5,8.0,29.0,12.7,51.4,65.2,71.7,14.7,6.3,52.2,46.3,66.1,31.2,39.3,15.2,42.2,14.0,46.3,66.1,31.2,39.3,15.2,42.2,14.0,5.3,4.4,0.8,19.0,12.3,15.7,22.1,10.2,2.011,5.3,4.4,0.8,19.0,12.3,15.7,22.1,10.2,50.1,10.4,13.6,73.5,6.3,17.3,9.0,56.0,49.8,53.1,86.6,30.5,39.3,12.4,10.4,73.5,6.3,86.6,30.5,39.3,12.4,17.3,9.0,56.0,53.1,49.8,13.6,45.9,45.9,36.9,36.9,10.4,10.4,35.9,35.9,4.4,4.4,21.5,21.5,9.0,9.0,19.1,19.1
67351,LET Training,Registered Training Organisation,NSW,PARRAMATTA,2150.0,-33.813575,151.0018731,125041717,Parramatta - North,12504.0,Parramatta,16260.0,Parramatta,450.0,11.0,73.6,1087.0,9.0,Established & Affluent,1992.0,33.2,84.7,53.3,3.9,6.8,44.1,16.5,74.8,95.8,40.2,34.6,7.5,69.9,71.8,33.2,84.7,53.3,3.9,6.8,44.1,16.5,74.8,95.8,40.2,34.6,7.5,71.8,73.1,58.8,57.0,55.3,43.8,66.0,13.7,73.1,58.8,57.0,55.3,43.8,66.0,13.7,3.5,2.9,0.7,6.5,9.1,4.6,35.9,23.3,13.073,3.5,2.9,0.7,6.5,9.1,4.6,35.9,23.3,77.1,14.1,22.4,42.2,19.9,1.3,0.7,65.9,54.8,52.2,87.0,27.0,59.1,28.2,14.1,42.2,19.9,87.0,27.0,59.1,28.2,1.3,0.7,65.9,52.2,54.8,22.4,44.5,44.5,49.0,49.0,11.6,11.6,51.5,51.5,3.5,3.5,40.2,40.2,18.1,18.1,38.6,38.6
66274,Leverage Academy,Registered Training Organisation,NSW,SYDNEY,2000.0,-33.8648521,151.2061051,117031644,Sydney (North) - Millers Point,11703.0,Sydney Inner City,17200.0,Sydney,640.0,10.0,38.0,1166.0,10.0,Established & Affluent,1992.0,50.4,90.8,54.7,16.0,10.9,34.2,14.0,65.6,92.8,42.4,31.9,13.2,27.8,32.9,50.4,90.8,54.7,16.0,10.9,34.2,14.0,65.6,92.8,42.4,31.9,13.2,32.9,68.2,67.8,64.6,29.2,52.4,64.0,47.4,68.2,67.8,64.6,29.2,52.4,64.0,47.4,5.0,3.7,1.3,2.6,1.9,3.4,4.6,63.6,114.467,5.0,3.7,1.3,2.6,1.9,3.4,4.6,63.6,100.0,11.6,25.0,39.9,15.2,2.1,1.0,61.3,41.7,80.5,93.0,24.7,59.6,26.8,11.6,39.9,15.2,93.0,24.7,59.6,26.8,2.1,1.0,61.3,80.5,41.7,25.0,39.8,39.8,53.8,53.8,12.4,12.4,45.0,45.0,5.3,5.3,50.8,50.8,31.4,31.4,18.1,18.1
85864,Lexis Sydney Education,ELICOS/Foundation,NSW,MANLY,2095.0,-33.7978912,151.2855941,122011419,Manly - Fairlight,12201.0,Manly,15990.0,Northern Beaches,725.0,8.4,24.3,1170.0,10.0,Established & Affluent,1992.0,14.0,79.3,58.3,5.1,7.4,41.3,12.7,47.1,70.1,46.2,22.8,18.9,8.9,16.6,14.0,79.3,58.3,5.1,7.4,41.3,12.7,47.1,70.1,46.2,22.8,18.9,16.6,68.1,74.9,66.3,30.0,57.4,67.2,56.5,68.1,74.9,66.3,30.0,57.4,67.2,56.5,20.4,18.8,1.6,11.8,9.8,8.7,5.2,22.3,1.209,20.4,18.8,1.6,11.8,9.8,8.7,5.2,22.3,42.7,9.9,16.5,39.7,17.9,4.6,2.6,61.3,53.1,84.3,95.0,20.8,68.2,31.1,9.9,39.7,17.9,95.0,20.8,68.2,31.1,4.6,2.6,61.3,84.3,53.1,16.5,33.2,33.2,49.8,49.8,10.0,10.0,33.3,33.3,9.3,9.3,40.6,40.6,24.1,24.1,9.7,9.7
86285,LICENCES AUSTRALIA PTY LTD,Registered Training Organisation,NSW,PRESTONS,2170.0,-33.9325,150.8822,127031733,Prestons,12703.0,Liverpool,14900.0,Liverpool,520.0,16.7,22.2,1017.0,6.0,Grounded & Real,1992.0,2.6,49.8,29.4,0.5,6.7,30.2,15.8,18.0,0.5,68.7,7.8,8.0,47.0,34.6,2.6,49.8,29.4,0.5,6.7,30.2,15.8,18.0,0.5,68.7,7.8,8.0,34.6,39.0,78.4,31.7,40.0,25.2,55.2,22.0,39.0,78.4,31.7,40.0,25.2,55.2,22.0,4.5,4.1,0.4,5.5,7.1,12.5,0.8,2.8,3.316,4.5,4.1,0.4,5.5,7.1,12.5,0.8,2.8,57.3,12.3,7.6,68.0,1.2,37.2,18.5,46.7,45.2,71.4,89.7,27.3,42.1,11.8,12.3,68.0,1.2,89.7,27.3,42.1,11.8,37.2,18.5,46.7,71.4,45.2,7.6,33.9,33.9,30.2,30.2,11.2,11.2,17.1,17.1,3.7,3.7,20.8,20.8,6.2,6.2,17.7,17.7
85936,Lincoln Institute of Higher Education Ltd,Higher Education Institutions,NSW,Sydney,2000.0,-33.8771693117,151.2106298778,117031645,Sydney (South) - Haymarket,11703.0,Sydney Inner City,17200.0,Sydney,620.0,16.3,65.9,1083.0,9.0,Established & Affluent,1992.0,57.1,91.3,32.5,19.3,27.2,24.9,17.8,73.8,99.1,75.7,37.2,6.6,55.0,60.4,57.1,91.3,32.5,19.3,27.2,24.9,17.8,73.8,99.1,75.7,37.2,6.6,60.4,57.2,68.4,40.3,30.4,26.0,56.4,41.3,57.2,68.4,40.3,30.4,26.0,56.4,41.3,9.1,7.2,1.9,2.6,5.1,3.7,22.2,31.6,9.011,9.1,7.2,1.9,2.6,5.1,3.7,22.2,31.6,71.7,14.9,28.1,59.3,28.7,1.4,0.6,44.8,34.6,77.4,87.8,41.8,38.4,17.1,14.9,59.3,28.7,87.8,41.8,38.4,17.1,1.4,0.6,44.8,77.4,34.6,28.1,50.3,50.3,60.0,60.0,22.5,22.5,51.4,51.4,12.1,12.1,29.7,29.7,18.6,18.6,51.2,51.2
67247,Linked 2 Pty Ltd,Registered Training Organisation,NSW,HOMEBUSH WEST,2140.0,-33.8653577,151.0611459,120031396,Homebush,12003.0,Strathfield - Burwood - Ashfield,17100.0,Strathfield,450.0,13.2,57.1,1048.0,8.0,Up-and-Coming,1992.0,14.7,68.4,36.5,2.5,9.5,33.4,17.1,57.6,85.3,49.4,27.4,7.7,66.8,62.0,14.7,68.4,36.5,2.5,9.5,33.4,17.1,57.6,85.3,49.4,27.4,7.7,62.0,65.1,61.0,42.4,44.5,27.0,62.4,16.1,65.1,61.0,42.4,44.5,27.0,62.4,16.1,4.0,2.9,1.1,3.4,3.9,22.8,1.8,13.5,1.658,4.0,2.9,1.1,3.4,3.9,22.8,1.8,13.5,47.3,14.2,21.7,41.2,19.4,5.1,2.5,58.8,50.5,62.4,88.6,33.3,46.0,17.2,14.2,41.2,19.4,88.6,33.3,46.0,17.2,5.1,2.5,58.8,62.4,50.5,21.7,38.6,38.6,46.5,46.5,13.3,13.3,41.4,41.4,4.5,4.5,27.8,27.8,11.2,11.2,35.9,35.9
16037,Linx Institute,Registered Training Organisation,NSW,SYDNEY,2000.0,-33.87692,151.20805,117031645,Sydney (South) - Haymarket,11703.0,Sydney Inner City,17200.0,Sydney,620.0,16.3,65.9,1083.0,9.0,Established & Affluent,1992.0,57.1,91.3,32.5,19.3,27.2,24.9,17.8,73.8,99.1,75.7,37.2,6.6,55.0,60.4,57.1,91.3,32.5,19.3,27.2,24.9,17.8,73.8,99.1,75.7,37.2,6.6,60.4,57.2,68.4,40.3,30.4,26.0,56.4,41.3,57.2,68.4,40.3,30.4,26.0,56.4,41.3,9.1,7.2,1.9,2.6,5.1,3.7,22.2,31.6,9.011,9.1,7.2,1.9,2.6,5.1,3.7,22.2,31.6,71.7,14.9,28.1,59.3,28.7,1.4,0.6,44.8,34.6,77.4,87.8,41.8,38.4,17.1,14.9,59.3,28.7,87.8,41.8,38.4,17.1,1.4,0.6,44.8,77.4,34.6,28.1,50.3,50.3,60.0,60.0,22.5,22.5,51.4,51.4,12.1,12.1,29.7,29.7,18.6,18.6,51.2,51.2
67721,Live and Learn Pty Ltd,Registered Training Organisation,NSW,Maroubra,2035.0,-33.9419921,151.2380678,118021568,Maroubra - West,11802.0,Eastern Suburbs - South,16550.0,Randwick,550.0,12.0,34.3,1096.0,9.0,Established & Affluent,1992.0,15.8,67.2,39.7,5.0,8.4,35.7,16.7,41.8,50.6,54.7,19.5,10.6,33.8,34.0,15.8,67.2,39.7,5.0,8.4,35.7,16.7,41.8,50.6,54.7,19.5,10.6,34.0,58.4,73.8,46.7,38.8,35.7,60.9,46.3,58.4,73.8,46.7,38.8,35.7,60.9,46.3,17.7,15.6,2.1,11.7,14.5,13.3,12.0,10.1,0.924,17.7,15.6,2.1,11.7,14.5,13.3,12.0,10.1,38.9,13.2,19.2,63.6,16.6,12.1,6.3,53.0,45.3,81.3,94.3,33.0,44.2,16.5,13.2,63.6,16.6,94.3,33.0,44.2,16.5,12.1,6.3,53.0,81.3,45.3,19.2,40.7,40.7,46.6,46.6,12.6,12.6,31.8,31.8,8.7,8.7,28.5,28.5,14.1,14.1,19.6,19.6
66176,LIVING PLANIT PTY LIMITED,Registered Training Organisation,NSW,SYDNEY,2000.0,-33.8772066,151.2044629,117031645,Sydney (South) - Haymarket,11703.0,Sydney Inner City,17200.0,Sydney,620.0,16.3,65.9,1083.0,9.0,Established & Affluent,1992.0,57.1,91.3,32.5,19.3,27.2,24.9,17.8,73.8,99.1,75.7,37.2,6.6,55.0,60.4,57.1,91.3,32.5,19.3,27.2,24.9,17.8,73.8,99.1,75.7,37.2,6.6,60.4,57.2,68.4,40.3,30.4,26.0,56.4,41.3,57.2,68.4,40.3,30.4,26.0,56.4,41.3,9.1,7.2,1.9,2.6,5.1,3.7,22.2,31.6,9.011,9.1,7.2,1.9,2.6,5.1,3.7,22.2,31.6,71.7,14.9,28.1,59.3,28.7,1.4,0.6,44.8,34.6,77.4,87.8,41.8,38.4,17.1,14.9,59.3,28.7,87.8,41.8,38.4,17.1,1.4,0.6,44.8,77.4,34.6,28.1,50.3,50.3,60.0,60.0,22.5,22.5,51.4,51.4,12.1,12.1,29.7,29.7,18.6,18.6,51.2,51.2
66642,Lloyds International College,Registered Training Organisation,NSW,Sydney,2000.0,-33.873791,151.204895,117031644,Sydney (North) - Millers Point,11703.0,Sydney Inner City,17200.0,Sydney,640.0,10.0,38.0,1166.0,10.0,Established & Affluent,1992.0,50.4,90.8,54.7,16.0,10.9,34.2,14.0,65.6,92.8,42.4,31.9,13.2,27.8,32.9,50.4,90.8,54.7,16.0,10.9,34.2,14.0,65.6,92.8,42.4,31.9,13.2,32.9,68.2,67.8,64.6,29.2,52.4,64.0,47.4,68.2,67.8,64.6,29.2,52.4,64.0,47.4,5.0,3.7,1.3,2.6,1.9,3.4,4.6,63.6,114.467,5.0,3.7,1.3,2.6,1.9,3.4,4.6,63.6,100.0,11.6,25.0,39.9,15.2,2.1,1.0,61.3,41.7,80.5,93.0,24.7,59.6,26.8,11.6,39.9,15.2,93.0,24.7,59.6,26.8,2.1,1.0,61.3,80.5,41.7,25.0,39.8,39.8,53.8,53.8,12.4,12.4,45.0,45.0,5.3,5.3,50.8,50.8,31.4,31.4,18.1,18.1
65842,Local Employment and Training Services Pty Ltd,Registered Training Organisation,NSW,FAIRY MEADOW,2519.0,-34.3875256,150.8946836,107041144,Balgownie - Fairy Meadow,10704.0,Wollongong,18450.0,Wollongong,380.0,14.2,10.5,1012.0,6.0,Grounded & Real,1992.0,9.0,49.1,26.9,2.0,9.9,37.0,20.3,31.4,11.1,52.2,13.9,14.2,13.2,11.8,9.0,49.1,26.9,2.0,9.9,37.0,20.3,31.4,11.1,52.2,13.9,14.2,11.8,40.9,75.6,38.3,41.2,29.2,54.4,27.9,40.9,75.6,38.3,41.2,29.2,54.4,27.9,14.1,12.6,1.5,14.2,18.2,12.5,1.6,11.6,1.252,14.1,12.6,1.5,14.2,18.2,12.5,1.6,11.6,43.2,15.7,12.8,59.2,15.2,16.2,7.4,53.0,47.3,80.2,91.7,34.7,43.5,10.9,15.7,59.2,15.2,91.7,34.7,43.5,10.9,16.2,7.4,53.0,80.2,47.3,12.8,37.0,37.0,42.3,42.3,15.1,15.1,27.0,27.0,8.0,8.0,25.2,25.2,11.7,11.7,7.1,7.1
85485,Lotus College Pty Ltd,Registered Training Organisation,NSW,ASHFIELD,2131.0,-33.8897,151.12561,120031677,Ashfield - South,12003.0,Strathfield - Burwood - Ashfield,14170.0,Inner West,470.0,11.5,33.3,1067.0,8.0,Up-and-Coming,1992.0,22.0,74.1,43.0,3.5,9.9,39.3,18.4,45.2,61.4,53.9,21.0,10.8,44.9,39.1,22.0,74.1,43.0,3.5,9.9,39.3,18.4,45.2,61.4,53.9,21.0,10.8,39.1,60.4,69.3,50.0,34.8,29.7,56.0,32.0,60.4,69.3,50.0,34.8,29.7,56.0,32.0,6.8,6.1,0.7,28.7,12.8,10.0,23.9,6.2,1.681,6.8,6.1,0.7,28.7,12.8,10.0,23.9,6.2,47.5,15.0,21.9,58.2,16.3,8.8,4.3,58.9,47.1,75.0,87.7,31.3,55.7,20.2,15.0,58.2,16.3,87.7,31.3,55.7,20.2,8.8,4.3,58.9,75.0,47.1,21.9,40.6,40.6,45.5,45.5,14.2,14.2,34.5,34.5,5.6,5.6,29.5,29.5,10.8,10.8,18.3,18.3
16485,LTT Group Pty Ltd,Registered Training Organisation,NSW,Parramatta,2150.0,-33.8186142,151.004998,125041717,Parramatta - North,12504.0,Parramatta,16260.0,Parramatta,450.0,11.0,73.6,1087.0,9.0,Established & Affluent,1992.0,33.2,84.7,53.3,3.9,6.8,44.1,16.5,74.8,95.8,40.2,34.6,7.5,69.9,71.8,33.2,84.7,53.3,3.9,6.8,44.1,16.5,74.8,95.8,40.2,34.6,7.5,71.8,73.1,58.8,57.0,55.3,43.8,66.0,13.7,73.1,58.8,57.0,55.3,43.8,66.0,13.7,3.5,2.9,0.7,6.5,9.1,4.6,35.9,23.3,13.073,3.5,2.9,0.7,6.5,9.1,4.6,35.9,23.3,77.1,14.1,22.4,42.2,19.9,1.3,0.7,65.9,54.8,52.2,87.0,27.0,59.1,28.2,14.1,42.2,19.9,87.0,27.0,59.1,28.2,1.3,0.7,65.9,52.2,54.8,22.4,44.5,44.5,49.0,49.0,11.6,11.6,51.5,51.5,3.5,3.5,40.2,40.2,18.1,18.1,38.6,38.6
68111,LUMINOUS EDUCATION AUSTRALIA,Registered Training Organisation,NSW,BLACKTOWN,2148.0,-33.7954625,150.898353,116011560,Blacktown - South,11601.0,Blacktown,10750.0,Blacktown,400.0,13.0,32.9,965.0,4.0,Hustle Suburb,1992.0,7.5,49.6,26.0,1.2,6.2,28.7,13.3,36.0,2.0,53.8,11.8,8.0,44.1,38.5,7.5,49.6,26.0,1.2,6.2,28.7,13.3,36.0,2.0,53.8,11.8,8.0,38.5,41.4,70.7,27.3,42.9,22.0,53.0,17.3,41.4,70.7,27.3,42.9,22.0,53.0,17.3,1.4,1.4,0.0,11.4,43.3,5.1,2.2,8.4,0.374,1.4,1.4,0.0,11.4,43.3,5.1,2.2,8.4,25.8,10.4,10.5,47.4,5.9,21.9,10.6,49.0,45.3,67.0,92.2,32.0,28.8,9.5,10.4,47.4,5.9,92.2,32.0,28.8,9.5,21.9,10.6,49.0,67.0,45.3,10.5,32.2,32.2,36.3,36.3,9.8,9.8,26.9,26.9,2.5,2.5,21.0,21.0,6.4,6.4,20.4,20.4
85118,MA INSTITUTE OF HAIR & BEAUTY,Registered Training Organisation,NSW,LEUMEAH,2560.0,-34.0520683,150.8256776,123021437,Campbelltown - Woodbine,12302.0,Campbelltown (NSW),11500.0,Campbelltown (NSW),390.0,13.6,19.4,961.0,4.0,Hustle Suburb,1992.0,11.0,51.7,25.5,1.9,7.3,31.7,12.6,43.5,27.7,52.4,16.1,8.2,28.6,24.0,11.0,51.7,25.5,1.9,7.3,31.7,12.6,43.5,27.7,52.4,16.1,8.2,24.0,36.2,73.4,30.4,36.1,22.0,52.1,17.8,36.2,73.4,30.4,36.1,22.0,52.1,17.8,9.3,8.4,0.9,31.4,7.5,17.9,7.6,5.4,3.919,9.3,8.4,0.9,31.4,7.5,17.9,7.6,5.4,59.7,9.8,11.5,57.7,5.5,13.8,7.0,60.7,52.2,69.4,89.9,27.2,34.8,8.9,9.8,57.7,5.5,89.9,27.2,34.8,8.9,13.8,7.0,60.7,69.4,52.2,11.5,37.9,37.9,39.5,39.5,10.0,10.0,31.1,31.1,5.5,5.5,20.9,20.9,7.6,7.6,12.6,12.6
16517,Macarthur Community College Inc,Registered Training Organisation,NSW,CARTWRIGHT,2168.0,-33.9261648,150.8910596,127031599,Lurnea - Cartwright,12703.0,Liverpool,14900.0,Liverpool,350.0,13.8,14.5,835.0,1.0,Hustle Suburb,1992.0,13.6,43.1,17.9,1.1,6.1,27.3,9.1,46.1,11.0,74.3,11.0,5.4,56.0,35.2,13.6,43.1,17.9,1.1,6.1,27.3,9.1,46.1,11.0,74.3,11.0,5.4,35.2,23.0,69.4,21.2,35.7,10.3,32.1,15.0,23.0,69.4,21.2,35.7,10.3,32.1,15.0,3.0,2.6,0.4,13.3,41.7,7.8,1.8,5.3,0.45,3.0,2.6,0.4,13.3,41.7,7.8,1.8,5.3,28.5,7.2,6.8,63.9,1.3,26.9,13.2,48.4,45.1,61.0,87.1,31.1,28.7,8.3,7.2,63.9,1.3,87.1,31.1,28.7,8.3,26.9,13.2,48.4,61.0,45.1,6.8,39.7,39.7,36.1,36.1,7.6,7.6,31.3,31.3,3.0,3.0,16.8,16.8,5.4,5.4,9.5,9.5
66352,"Macarthur Tourism, Travel and Events College",Registered Training Organisation,NSW,Kearns,2558.0,-34.0198167,150.8020692,123021438,Claymore - Eagle Vale - Raby,12302.0,Campbelltown (NSW),11500.0,Campbelltown (NSW),375.0,13.1,12.7,931.0,3.0,Hustle Suburb,1992.0,5.2,47.2,23.1,0.5,6.1,27.1,9.3,27.1,1.2,49.7,9.5,7.9,21.8,17.2,5.2,47.2,23.1,0.5,6.1,27.1,9.3,27.1,1.2,49.7,9.5,7.9,17.2,27.7,79.5,24.0,41.1,22.8,55.3,11.2,27.7,79.5,24.0,41.1,22.8,55.3,11.2,6.2,5.7,0.5,12.7,36.8,11.9,4.3,5.6,0.489,6.2,5.7,0.5,12.7,36.8,11.9,4.3,5.6,29.7,6.1,8.3,50.9,1.2,24.8,12.4,53.3,49.5,69.3,89.2,27.6,28.5,7.3,6.1,50.9,1.2,89.2,27.6,28.5,7.3,24.8,12.4,53.3,69.3,49.5,8.3,29.1,29.1,32.5,32.5,7.7,7.7,20.0,20.0,4.1,4.1,18.6,18.6,6.2,6.2,7.9,7.9
13041,Macdonald Education Pty Ltd,Registered Training Organisation,NSW,THORNLEIGH,2120.0,-33.7221871,151.0851668,121021406,Normanhurst - Thornleigh - Westleigh,12102.0,Hornsby,14000.0,Hornsby,550.0,12.6,22.1,1134.0,10.0,Established & Affluent,1992.0,4.2,69.1,50.4,1.5,5.3,44.2,15.1,18.0,5.3,54.8,11.4,19.8,23.8,23.0,4.2,69.1,50.4,1.5,5.3,44.2,15.1,18.0,5.3,54.8,11.4,19.8,23.0,63.0,78.9,56.8,40.2,43.6,62.2,47.7,63.0,78.9,56.8,40.2,43.6,62.2,47.7,13.7,12.4,1.3,13.9,15.1,9.7,3.6,14.4,1.144,13.7,12.4,1.3,13.9,15.1,9.7,3.6,14.4,41.9,12.0,9.9,67.6,3.1,28.5,15.6,56.0,52.4,74.8,92.6,32.5,59.3,19.0,12.0,67.6,3.1,92.6,32.5,59.3,19.0,28.5,15.6,56.0,74.8,52.4,9.9,33.6,33.6,32.0,32.0,10.2,10.2,16.8,16.8,6.3,6.3,36.3,36.3,15.3,15.3,13.3,13.3
16739,Machinery and Personnel (MAP) Training Pty Ltd,Registered Training Organisation,NSW,COFFS HARBOUR,2450.0,-30.3147689,153.088877,104021085,Coffs Harbour - South,10402.0,Coffs Harbour,11800.0,Coffs Harbour,360.0,10.7,7.9,925.0,2.0,Hustle Suburb,1992.0,9.9,29.9,9.6,4.3,12.5,35.7,7.6,41.5,27.4,55.6,16.7,13.6,5.4,6.6,9.9,29.9,9.6,4.3,12.5,35.7,7.6,41.5,27.4,55.6,16.7,13.6,6.6,27.0,76.1,30.3,28.4,15.8,47.6,7.2,27.0,76.1,30.3,28.4,15.8,47.6,7.2,8.1,6.8,1.2,31.0,9.0,9.0,7.1,7.4,6.29,8.1,6.8,1.2,31.0,9.0,9.0,7.1,7.4,66.5,4.3,13.0,53.1,5.4,9.9,4.9,55.7,46.4,74.5,92.0,41.5,29.8,6.3,4.3,53.1,5.4,92.0,41.5,29.8,6.3,9.9,4.9,55.7,74.5,46.4,13.0,34.1,34.1,40.5,40.5,10.0,10.0,27.9,27.9,6.8,6.8,17.6,17.6,6.8,6.8,4.0,4.0
12141,Macleay Valley Workplace Learning Centre Inc,Registered Training Organisation,NSW,SOUTH KEMPSEY,2440.0,-31.0962336,152.8274164,108021155,Kempsey,10802.0,Kempsey - Nambucca,14350.0,Kempsey,285.0,12.2,3.3,845.0,1.0,Hustle Suburb,1992.0,7.2,22.6,5.8,2.6,9.2,34.1,4.4,29.4,5.9,52.6,11.6,12.1,2.0,2.6,7.2,22.6,5.8,2.6,9.2,34.1,4.4,29.4,5.9,52.6,11.6,12.1,2.6,13.7,59.3,23.9,28.0,9.1,39.7,3.8,13.7,59.3,23.9,28.0,9.1,39.7,3.8,7.5,6.7,0.7,23.8,12.5,13.1,12.7,3.7,2.654,7.5,6.7,0.7,23.8,12.5,13.1,12.7,3.7,54.1,1.9,6.5,39.7,2.3,12.8,6.6,41.8,37.1,78.4,86.6,37.0,25.0,3.6,1.9,39.7,2.3,86.6,37.0,25.0,3.6,12.8,6.6,41.8,78.4,37.1,6.5,24.5,24.5,36.7,36.7,6.8,6.8,19.4,19.4,5.5,5.5,14.5,14.5,4.7,4.7,1.9,1.9
13329,Macquarie Community College,Registered Training Organisation,NSW,CARLINGFORD,2118.0,-33.7813119,151.0552323,125021711,Carlingford - East,12502.0,Carlingford,16260.0,Parramatta,520.0,12.6,39.0,1100.0,9.0,Established & Affluent,1992.0,5.2,67.8,46.6,1.4,5.8,39.8,15.6,24.3,21.9,65.9,13.1,15.3,55.3,47.2,5.2,67.8,46.6,1.4,5.8,39.8,15.6,24.3,21.9,65.9,13.1,15.3,47.2,62.7,70.9,51.4,42.1,34.5,54.6,40.7,62.7,70.9,51.4,42.1,34.5,54.6,40.7,9.8,9.0,0.8,19.1,18.6,22.3,0.9,10.1,0.936,9.8,9.0,0.8,19.1,18.6,22.3,0.9,10.1,39.0,13.3,11.7,67.2,2.0,35.5,18.3,47.8,43.7,75.8,91.3,28.4,58.2,20.1,13.3,67.2,2.0,91.3,28.4,58.2,20.1,35.5,18.3,47.8,75.8,43.7,11.7,35.7,35.7,34.0,34.0,10.7,10.7,20.8,20.8,5.2,5.2,32.2,32.2,13.1,13.1,23.4,23.4
66783,Macquarie Institute,Registered Training Organisation,NSW,SYDNEY,2000.0,-33.8704463,151.2052688,117031644,Sydney (North) - Millers Point,11703.0,Sydney Inner City,17200.0,Sydney,640.0,10.0,38.0,1166.0,10.0,Established & Affluent,1992.0,50.4,90.8,54.7,16.0,10.9,34.2,14.0,65.6,92.8,42.4,31.9,13.2,27.8,32.9,50.4,90.8,54.7,16.0,10.9,34.2,14.0,65.6,92.8,42.4,31.9,13.2,32.9,68.2,67.8,64.6,29.2,52.4,64.0,47.4,68.2,67.8,64.6,29.2,52.4,64.0,47.4,5.0,3.7,1.3,2.6,1.9,3.4,4.6,63.6,114.467,5.0,3.7,1.3,2.6,1.9,3.4,4.6,63.6,100.0,11.6,25.0,39.9,15.2,2.1,1.0,61.3,41.7,80.5,93.0,24.7,59.6,26.8,11.6,39.9,15.2,93.0,24.7,59.6,26.8,2.1,1.0,61.3,80.5,41.7,25.0,39.8,39.8,53.8,53.8,12.4,12.4,45.0,45.0,5.3,5.3,50.8,50.8,31.4,31.4,18.1,18.1
