organisation_id,name,org_type,state,suburb,postcode,latitude,longitude,sa2_code,sa2_name,sa3_code,sa3_name,lga_code,lga_name
67510,Australian Institute of Compliance Professionals Pty Ltd,Registered Training Organisation,NSW,ARTARMON,2064.0,-33.8141071,151.1910073,121011401,St Leonards - Naremburn,12101,Chatswood - Lane Cove,18250,Willoughby
12935,Australian Institute of Credit Management,Registered Training Organisation,NSW,ST LEONARDS,2065.0,-33.822265,151.195625,121011401,St Leonards - Naremburn,12101,Chatswood - Lane Cove,15950,North Sydney
66916,Australian Institute of Entrepreneurs,Registered Training Organisation,NSW,SYDNEY,2000.0,-33.8763429,151.2080428,117031645,Sydney (South) - Haymarket,11703,Sydney Inner City,17200,Sydney
66262,Australian Institute of Healthcare Education,Registered Training Organisation,NSW,St Leonards,2065.0,-33.822279,151.196431,121011401,St Leonards - Naremburn,12101,Chatswood - Lane Cove,15950,North Sydney
13850,Australian Institute of Higher Education,Higher Education Institutions,NSW,SYDNEY,2000.0,-33.8796324,151.2066358,117031645,Sydney (South) - Haymarket,11703,Sydney Inner City,17200,Sydney
66265,Australian Institute of Innovation & Technology,Registered Training Organisation,NSW,SYDNEY,2000.0,-33.8763429,151.2080428,117031645,Sydney (South) - Haymarket,11703,Sydney Inner City,17200,Sydney
67558,Australian Institute of Mining,Registered Training Organisation,NSW,ORANGE,2800.0,-33.3053909,149.1000377,103041077,Orange,10304,Orange,16150,Orange
70033,Australian Institute of Music,Higher Education Institutions,NSW,Surry Hills,2010.0,-33.8838709,151.2069622,117031645,Sydney (South) - Haymarket,11703,Sydney Inner City,17200,Sydney
10376,"Australian Institute of Music (AIM), The",Higher Education Institutions,NSW,SURRY HILLS,2010.0,-33.8839246,151.2089883,117031336,Surry Hills,11703,Sydney Inner City,17200,Sydney
86172,Australian Institute of Police Management,Higher Education Institutions,NSW,Manly,2095.0,-33.8093295443,151.291363119,122011419,Manly - Fairlight,12201,Manly,15990,Northern Beaches
85927,Australian Institute of Technology and Commerce Pty Ltd,Higher Education Institutions,NSW,Haymarket,2000.0,-33.8810818909,151.2032317504,117031645,Sydney (South) - Haymarket,11703,Sydney Inner City,17200,Sydney
66713,Australian Institute of Vocational Training,Registered Training Organisation,NSW,SYDNEY,2000.0,-33.876458,151.2075851,117031645,Sydney (South) - Haymarket,11703,Sydney Inner City,17200,Sydney
84587,Australian International Aviation College PTY LTD,Registered Training Organisation,NSW,PORT MACQUARIE,2444.0,-31.4322803,152.8704685,108041164,Port Macquarie - West,10804,Port Macquarie,16380,Port Macquarie-Hastings
66310,Australian International College,Registered Training Organisation,NSW,Darlinghurst,2010.0,-33.8765627,151.2125209,117031329,Darlinghurst,11703,Sydney Inner City,17200,Sydney
85052,Australian International College of Skills & Education Pty Ltd,Registered Training Organisation,NSW,Sydney,2000.0,-33.7384001,150.9672855,115011291,Baulkham Hills (West) - Bella Vista,11501,Baulkham Hills,17420,The Hills
67105,AUSTRALIAN INTERNATIONAL EDUCATION & TRAINING,Registered Training Organisation,NSW,BANKSTOWN,2200.0,-33.9142719,151.0371896,119011571,Bankstown - North,11901,Bankstown,11570,Canterbury-Bankstown
86025,AUSTRALIAN LEADING EDUCATION GROUP PTY LTD,Registered Training Organisation,NSW,HAYMARKET,2000.0,-33.8787,151.2082,117031645,Sydney (South) - Haymarket,11703,Sydney Inner City,17200,Sydney
67005,AUSTRALIAN LEADING INSTITUTE OF TECHNOLOGY,Registered Training Organisation,NSW,Parramatta,2150.0,-37.7902475,144.8622679,213031347,Braybrook,21303,Maribyrnong,24330,Maribyrnong
67560,Australian Learning Organisation,Registered Training Organisation,NSW,Padstow,2211.0,-33.9587608,151.0380612,119011358,Padstow,11901,Bankstown,11570,Canterbury-Bankstown
67715,Australian Lifesaving Academy,Registered Training Organisation,NSW,BONDI BEACH,2026.0,-33.8952808,151.2744143,118011340,Bondi Beach - North Bondi,11801,Eastern Suburbs - North,18050,Waverley
66242,Australian Massage & Beauty Institute (AMBI),Registered Training Organisation,NSW,BATHURST,2795.0,-33.4221082,149.5794054,103011612,Bathurst - South,10301,Bathurst,10470,Bathurst
67128,AUSTRALIAN MONTESSORI COLLEGE PTY LTD,Registered Training Organisation,NSW,Summer Hill,2130.0,-33.887164,151.1406515,120031395,Haberfield - Summer Hill,12003,Strathfield - Burwood - Ashfield,14170,Inner West
16515,Australian National College of Beauty,Registered Training Organisation,NSW,PYRMONT,2009.0,-33.8734541,151.1969,117031641,Pyrmont,11703,Sydney Inner City,17200,Sydney
68177,Australian National Education Institute,Registered Training Organisation,NSW,SUMMER HILL,2130.0,-33.8950795,151.1420037,120031395,Haberfield - Summer Hill,12003,Strathfield - Burwood - Ashfield,14170,Inner West
68094,Australian National Education Pty Ltd,Registered Training Organisation,NSW,Sydney,2000.0,-33.8843181,151.2089575,117031336,Surry Hills,11703,Sydney Inner City,17200,Sydney
13725,Australian National Institute of Management and Commerce (IMC),Higher Education Institutions,NSW,Eveleigh,2015.0,-33.8967403,151.1959406,117031642,Redfern,11703,Sydney Inner City,17200,Sydney
67328,AUSTRALIAN NATIONAL INSTITUTE OF MANAGEMENT AND TECHNOLOGY,Registered Training Organisation,NSW,PARRAMATTA,2150.0,-33.8053867,151.006294,125041489,North Parramatta,12504,Parramatta,16260,Parramatta
67225,Australian Newtown College,Registered Training Organisation,NSW,MUSWELLBROOK,2333.0,-32.2826503,150.9028745,106041126,Muswellbrook,10604,Upper Hunter,15650,Muswellbrook
66315,Australian Nursing and Training Services,Registered Training Organisation,NSW,Hurstville,2220.0,-34.0330588,151.0570746,128021538,Sutherland - Kirrawee,12802,Sutherland - Menai - Heathcote,17150,Sutherland
67939,Australian Owner Builder Centre,Registered Training Organisation,NSW,SYDNEY,2000.0,-33.8679632,151.2057134,117031644,Sydney (North) - Millers Point,11703,Sydney Inner City,17200,Sydney
12177,Australian Pacific College,Registered Training Organisation,NSW,SYDNEY,2000.0,-33.863257,151.2036853,117031644,Sydney (North) - Millers Point,11703,Sydney Inner City,17200,Sydney
85015,Australian Pacific International College,Registered Training Organisation,NSW,Ultimo,2007.0,-33.8734475,151.2082862,117031644,Sydney (North) - Millers Point,11703,Sydney Inner City,17200,Sydney
10996,Australian Pacific Travel & Tourism,Registered Training Organisation,NSW,BONDI JUNCTION,2022.0,-33.89376,151.250613,118011341,Bondi Junction - Waverly,11801,Eastern Suburbs - North,18050,Waverley
67750,AUSTRALIAN PAYROLL INSTITUTE PTY LTD,Registered Training Organisation,NSW,ROZELLE,2039.0,-33.8603107,151.1681661,120021389,Lilyfield - Rozelle,12002,Leichhardt,14170,Inner West
86268,Australian Polytechnic Institute Pty Ltd,Registered Training Organisation,NSW,LAKEMBA,2195.0,-33.9188883055,151.0746384948,119021573,Lakemba,11902,Canterbury,11570,Canterbury-Bankstown
85075,Australian Polytechnic Institute Pty Ltd,Higher Education Institutions,NSW,Sydney,2000.0,-33.8759788514,151.2084413058,117031645,Sydney (South) - Haymarket,11703,Sydney Inner City,17200,Sydney
85019,Australian Prime Education and Training Pty Ltd,Registered Training Organisation,NSW,SYDNEY,2000.0,-33.8697532,151.2064122,117031644,Sydney (North) - Millers Point,11703,Sydney Inner City,17200,Sydney
66391,AUSTRALIAN PROFESSIONAL TRAINING ACADEMY,Registered Training Organisation,NSW,CONDELL PARK,2200.0,-33.9347867,151.0161922,119011356,Condell Park,11901,Bankstown,11570,Canterbury-Bankstown
86362,AUSTRALIAN RESTRUCTURING INSOLVENCY AND TURNAROUND ASSOCIATION,Registered Training Organisation,NSW,SYDNEY,2000.0,-33.867008,151.2027007,117031644,Sydney (North) - Millers Point,11703,Sydney Inner City,17200,Sydney
67734,Australian Safety & Engineering Training Pty Ltd,Registered Training Organisation,NSW,NORTH TURRAMURRA,2074.0,-33.6947834,151.1486489,121031411,Turramurra,12103,Ku-ring-gai,14500,Ku-ring-gai
13088,Australian Salesmasters Training Co Pty Ltd,Registered Training Organisation,NSW,ROSEBERY,2018.0,-33.920007,151.2027742,117031643,Rosebery - Beaconsfield,11703,Sydney Inner City,17200,Sydney
66754,Australian School of Remedial Therapies,Registered Training Organisation,NSW,STRATHFIELD,2135.0,-33.8744829,151.0946132,120031680,Strathfield - East,12003,Strathfield - Burwood - Ashfield,11300,Burwood
67037,AUSTRALIAN SKILLS ACADEMY PTY. LTD.,Registered Training Organisation,NSW,BANKSTOWN,2200.0,-33.9157328,151.0371288,119011571,Bankstown - North,11901,Bankstown,11570,Canterbury-Bankstown
17736,Australian Skills and Training Academy Holdings Pty Limited,Registered Training Organisation,NSW,GRANVILLE,2142.0,-33.8634128,151.0115747,125031483,Guildford - South Granville,12503,Merrylands - Guildford,12380,Cumberland
67204,AUSTRALIAN SMART COLLEGE PTY LTD,Registered Training Organisation,NSW,Bankstown,2200.0,-33.9190852,151.0341724,119011572,Bankstown - South,11901,Bankstown,11570,Canterbury-Bankstown
67221,AUSTRALIAN TECHNO MANAGEMENT COLLEGE PTY LTD,Registered Training Organisation,NSW,PARRAMATTA,2150.0,-33.8150218,150.998771,125041717,Parramatta - North,12504,Parramatta,16260,Parramatta
67125,Australian Training & Qualification College,Registered Training Organisation,NSW,BANKSTOWN,2200.0,-33.9163,151.033046,119011571,Bankstown - North,11901,Bankstown,11570,Canterbury-Bankstown
67343,Australian Training & Recruitment Organisation,Registered Training Organisation,NSW,Londonderry,2753.0,-33.6444228,150.7690936,124041468,Yarramundi - Londonderry,12404,Richmond - Windsor,16350,Penrith
67316,AUSTRALIAN TRAINING AND EDUCATION COLLEGE PTY LTD,Registered Training Organisation,NSW,Bankstown,2200.0,-33.9164253,151.033058,119011571,Bankstown - North,11901,Bankstown,11570,Canterbury-Bankstown
66933,Australian Training Centre,Registered Training Organisation,NSW,SOUTH GRANVILLE,2142.0,-33.8639267,151.0113148,125031483,Guildford - South Granville,12503,Merrylands - Guildford,12380,Cumberland
12192,Australian Training Company Ltd,Registered Training Organisation,NSW,HOMEBUSH,2140.0,-33.8600219,151.0817608,120031396,Homebush,12003,Strathfield - Burwood - Ashfield,17100,Strathfield
13769,Australian Training Institute (NSW) Pty Ltd,Registered Training Organisation,NSW,PARRAMATTA,2150.0,-33.818595,151.0040658,125041717,Parramatta - North,12504,Parramatta,16260,Parramatta
66804,Australian Training Plus,Registered Training Organisation,NSW,TAMWORTH,2340.0,-31.0957314,150.9349221,110041203,Tamworth - North,11004,Tamworth - Gunnedah,17310,Tamworth
67473,AUSTRALIAN ULTIMATE TRAINING COLLEGE PTY LTD,Registered Training Organisation,NSW,Point Clare,2250.0,-33.4387198,151.3277011,102011037,Point Clare - Koolewong,10201,Gosford,11650,Central Coast (NSW)
12693,Australian University of Theology,University/Higher Education Institution,NSW,Sydney,2000.0,-33.8660302425,151.2054524523,117031644,Sydney (North) - Millers Point,11703,Sydney Inner City,17200,Sydney
16313,Australian Vocational Learning Centre Pty Ltd,Registered Training Organisation,NSW,PARRAMATTA,2150.0,-33.8189933,151.0057279,125041717,Parramatta - North,12504,Parramatta,16260,Parramatta
66946,Australian Vocational Training Institute Pty Ltd,Registered Training Organisation,NSW,SYDNEY,2000.0,-33.8763429,151.2080428,117031645,Sydney (South) - Haymarket,11703,Sydney Inner City,17200,Sydney
66826,Australis Institute of Technology & Education,Registered Training Organisation,NSW,Parramatta,2150.0,-33.8151615,151.0100072,125041717,Parramatta - North,12504,Parramatta,16260,Parramatta
85486,Australis Vocational College Pty Ltd,Registered Training Organisation,NSW,PARRAMATTA,2150.0,-33.82257398,151.007404466,125041718,Parramatta - South,12504,Parramatta,16260,Parramatta
67205,AUSTRASIA COLLEGE PTY. LTD.,Registered Training Organisation,NSW,SURRY HILLS,2010.0,-33.88605,151.20829,117031336,Surry Hills,11703,Sydney Inner City,17200,Sydney
85155,AUSWIDE TRADE AND TECHNOLOGY COLLEGE,Registered Training Organisation,NSW,ST LEONARDS,2065.0,-33.8239852,151.1977192,121011401,St Leonards - Naremburn,12101,Chatswood - Lane Cove,15950,North Sydney
66918,AVIATION SKILLS TRAINING ACADEMY PTY. LTD.,Registered Training Organisation,NSW,SILVERWATER,2128.0,-33.8374789,151.0525484,125011709,Silverwater - Newington,12501,Auburn,16260,Parramatta
203,Avondale University,University/Higher Education Institution,NSW,COORANBONG,2265.0,-33.0871163,151.4613454,111021218,Morisset - Cooranbong,11102,Lake Macquarie - West,14650,Lake Macquarie
85089,Award Academy Australia Pty Ltd,Registered Training Organisation,NSW,MERRYLANDS,2160.0,-33.8449093,150.9772159,125031714,Merrylands - Holroyd,12503,Merrylands - Guildford,12380,Cumberland
66245,Axiom Compliance Learning,Registered Training Organisation,NSW,Lambton,2299.0,-32.911783,151.7087173,111031225,Lambton - New Lambton,11103,Newcastle,15900,Newcastle
17567,Back to Basics Business Training Pty Ltd,Registered Training Organisation,NSW,CARDIFF,2285.0,-32.9388843,151.6592196,111011209,Glendale - Cardiff - Hillsborough,11101,Lake Macquarie - East,14650,Lake Macquarie
67730,Balance Training & Assessments Pty Ltd,Registered Training Organisation,NSW,Haywards Bay,2530.0,-34.5418993,150.7884225,107011131,Dapto - Avondale,10701,Dapto - Port Kembla,18450,Wollongong
66191,Ballet Australasia Limited,Registered Training Organisation,NSW,Surry Hills,2010.0,-33.87863,151.212407,117031336,Surry Hills,11703,Sydney Inner City,17200,Sydney
12508,Bamara Training,Registered Training Organisation,NSW,TAREE,2430.0,-37.5605882,143.8593781,201011002,Ballarat,20101,Ballarat,20570,Ballarat
12357,Bankstown Community College Inc,Registered Training Organisation,NSW,BANKSTOWN,2200.0,-33.9138177,151.0350775,119011571,Bankstown - North,11901,Bankstown,11570,Canterbury-Bankstown
67301,Bankstown Education and Skills Training Centre,Registered Training Organisation,NSW,Bankstown,2200.0,-33.9167665,151.0339222,119011571,Bankstown - North,11901,Bankstown,11570,Canterbury-Bankstown
86024,BARISTA TRAINING ACADEMY,Registered Training Organisation,NSW,MENAI,2234.0,-34.014,151.0155,128021535,Menai - Lucas Heights - Woronora,12802,Sutherland - Menai - Heathcote,17150,Sutherland
67745,BARMAX AUSTRALIA,Registered Training Organisation,NSW,ULTIMO,2007.0,-33.8836305,151.1951036,117031646,Ultimo,11703,Sydney Inner City,17200,Sydney
66796,Barrington Training Services,Registered Training Organisation,NSW,CASTLE HILL,2154.0,-33.726576,150.980377,115011553,Castle Hill - Central,11501,Baulkham Hills,17420,The Hills
85838,Barton International College,ELICOS/Foundation,NSW,Sydney,2000.0,-33.8740004,151.2021323,117031644,Sydney (North) - Millers Point,11703,Sydney Inner City,17200,Sydney
11459,Basair Australia Pty Ltd,Registered Training Organisation,NSW,BANKSTOWN,2200.0,-33.9186302,150.9921967,119011356,Condell Park,11901,Bankstown,11570,Canterbury-Bankstown
85909,Batool International Pty Ltd,ELICOS/Foundation,NSW,Sydney (CBD),2000.0,-33.8759811222,151.20844515,117031645,Sydney (South) - Haymarket,11703,Sydney Inner City,17200,Sydney
67097,Bayside International College,Registered Training Organisation,NSW,MASCOT,2020.0,-33.9284231,151.1893,117011635,Mascot,11701,Botany,10500,Bayside (NSW)
85205,BAYSIDE NURSING COLLEGE PTY LTD,Registered Training Organisation,NSW,ROCKDALE,2216.0,-33.9521543,151.1389265,119041381,Rockdale - Banksia,11904,Kogarah - Rockdale,10500,Bayside (NSW)
67054,Baywater Institute Pty Ltd,Registered Training Organisation,NSW,ENFIELD,2136.0,-33.8928485,151.0996357,120031393,Croydon Park - Enfield,12003,Strathfield - Burwood - Ashfield,11300,Burwood
86170,BBI The Australian Institute of Theological Education,Higher Education Institutions,NSW,Pennant Hills,2120.0,-33.7397564768,151.0690004769,126011496,Pennant Hills - Cheltenham,12601,Pennant Hills - Epping,14000,Hornsby
85962,BCA Education Group Pty Ltd,Registered Training Organisation,NSW,BURWOOD,2134.0,-33.8779701702,151.1054948673,120031678,Burwood (NSW),12003,Strathfield - Burwood - Ashfield,11300,Burwood
67982,bctraining,Registered Training Organisation,NSW,Goulburn,2580.0,-34.734709,149.745862,101051539,Goulburn,10105,Goulburn - Mulwaree,13310,Goulburn Mulwaree
85128,BDMS EDUCATION PTY LTD,Registered Training Organisation,NSW,ROCKDALE,2216.0,-33.9515904,151.137713,119041381,Rockdale - Banksia,11904,Kogarah - Rockdale,10500,Bayside (NSW)
10122,Bedford College,Registered Training Organisation,NSW,BAULKHAM HILLS,2153.0,-33.7315604,150.9696141,115011291,Baulkham Hills (West) - Bella Vista,11501,Baulkham Hills,17420,The Hills
12201,Benchmark College,Registered Training Organisation,NSW,PENRITH,2750.0,-33.7521746,150.6959979,124031464,Penrith,12403,Penrith,16350,Penrith
67313,Berkeley Business Institute Pty Ltd,Registered Training Organisation,NSW,SYDNEY,2000.0,-33.8763429,151.2080428,117031645,Sydney (South) - Haymarket,11703,Sydney Inner City,17200,Sydney
17538,Best Option Training,Registered Training Organisation,NSW,GLENMORE PARK,2745.0,-33.7786116,150.674625,124031460,Glenmore Park - Regentville,12403,Penrith,16350,Penrith
68085,BETSAFE Pty Ltd,Registered Training Organisation,NSW,RHODES,2138.0,-33.8308774,151.0876692,120011673,Rhodes,12001,Canada Bay,11520,Canada Bay
66914,Beverly College,Registered Training Organisation,NSW,SYDNEY,2000.0,-33.8760766,151.2065622,117031645,Sydney (South) - Haymarket,11703,Sydney Inner City,17200,Sydney
10136,Billy Blue College of Design at Torrens University,University/Higher Education Institution,NSW,ULTIMO,2007.0,-33.8832456,151.1968184,117031646,Ultimo,11703,Sydney Inner City,17200,Sydney
66849,Birrang Enterprise Development Co Ltd,Registered Training Organisation,NSW,Orange,2800.0,-33.266685,149.1185655,103041078,Orange - North,10304,Orange,16150,Orange
86481,BK Engineers Pty Ltd,Registered Training Organisation,NSW,ALEXANDRIA,2015.0,-33.9162334,151.1878702,117031330,Erskineville - Alexandria,11703,Sydney Inner City,17200,Sydney
66448,Black Diamond Training and Safety Solutions,Registered Training Organisation,NSW,TARRAWANNA,2518.0,-34.3794967,150.8865384,107041145,Corrimal - Tarrawanna - Bellambi,10704,Wollongong,18450,Wollongong
86350,Black Ochre Training Pty Ltd,Registered Training Organisation,NSW,Alstonville,2477.0,-28.8664,153.4768,112011237,Ballina Surrounds,11201,Richmond Valley - Coastal,10250,Ballina
10142,Blue Mountains International Hotel Management School (BMIHMS),Higher Education Institutions,NSW,LEURA,2780.0,-33.7193208,150.341935,124011452,Katoomba - Leura,12401,Blue Mountains,10900,Blue Mountains
67711,BML Worksafe Solutions,Registered Training Organisation,NSW,Valentine,2280.0,-33.0129153,151.6419931,111011213,Valentine - Eleebana,11101,Lake Macquarie - East,14650,Lake Macquarie
85441,BNT College Pty Ltd,Registered Training Organisation,NSW,SURRY HILLS,2010.0,-33.88714,151.20689,117031336,Surry Hills,11703,Sydney Inner City,17200,Sydney
67719,Boating Licence Course,Registered Training Organisation,NSW,Blakehurst,2221.0,-33.995963,151.117364,119031374,South Hurstville - Blakehurst,11903,Hurstville,12930,Georges River
67863,Bondi Training Centre,Registered Training Organisation,NSW,BONDI JUNCTION,2022.0,-33.891173,151.2461499,118011341,Bondi Junction - Waverly,11801,Eastern Suburbs - North,18050,Waverley
66632,Booroongen Djugun College,Registered Training Organisation,NSW,Kempsey,2440.0,-31.0547603,152.7931448,108021155,Kempsey,10802,Kempsey - Nambucca,14350,Kempsey
10092,Booth College,Higher Education Institutions,NSW,BEXLEY NORTH,2207.0,-33.9397592,151.1182332,119041377,Kingsgrove (South) - Bardwell Park,11904,Kogarah - Rockdale,10500,Bayside (NSW)
66716,Boral Construction Materials Ltd,Registered Training Organisation,NSW,North Sydney,2060.0,-33.838417,151.205594,121041417,North Sydney - Lavender Bay,12104,North Sydney - Mosman,15950,North Sydney
85839,Boston Institute,ELICOS/Foundation,NSW,Sydney,2000.0,-33.869911,151.206373,117031644,Sydney (North) - Millers Point,11703,Sydney Inner City,17200,Sydney
67174,Botany Bay College; Botany Bay International College; Bay International College,Registered Training Organisation,NSW,ROCKDALE,2216.0,-33.9533393,151.1364567,119041381,Rockdale - Banksia,11904,Kogarah - Rockdale,10500,Bayside (NSW)
10370,breakthru Community College,Registered Training Organisation,NSW,WYONG,2259.0,-33.2850716,151.4234187,102021057,Wyong,10202,Wyong,11650,Central Coast (NSW)
66812,Brent Street Pty Ltd,Registered Training Organisation,NSW,Moore Park,2021.0,-33.8952577,151.2266372,118011345,Paddington - Moore Park,11801,Eastern Suburbs - North,17200,Sydney
66950,Bricklaying Education Australia,Registered Training Organisation,NSW,Lethbridge Park,2770.0,-33.7333753,150.8034991,116031316,Lethbridge Park - Tregear,11603,Mount Druitt,10750,Blacktown
67399,Bridgestone Mining Solutions Australia Pty Ltd,Registered Training Organisation,NSW,Yagoona,2199.0,-33.8883513,151.0408585,119011355,Chullora,11901,Bankstown,11570,Canterbury-Bankstown
67338,Bright Minds Point,Registered Training Organisation,NSW,BANKSTOWN,2200.0,-33.9143113,151.0375641,119011571,Bankstown - North,11901,Bankstown,11570,Canterbury-Bankstown
67336,Brighten Institute Australia PTY Ltd,Registered Training Organisation,NSW,SYDNEY,2000.0,-33.865233,151.209943,117031644,Sydney (North) - Millers Point,11703,Sydney Inner City,17200,Sydney
67484,BRIGHTON COLLEGE PTY LTD,Registered Training Organisation,NSW,Sydney,2000.0,-33.87331,151.20737,117031644,Sydney (North) - Millers Point,11703,Sydney Inner City,17200,Sydney
86505,BRIGHTSTAR COLLEGE,Registered Training Organisation,NSW,HURSTVILLE,2220.0,-33.9683,151.1004,119031374,South Hurstville - Blakehurst,11903,Hurstville,12930,Georges River
66005,Briston Training & Development,Registered Training Organisation,NSW,GOONELLABAH,2480.0,-28.8106532,153.3440047,112021246,Goonellabah,11202,Richmond Valley - Hinterland,14850,Lismore
85082,Brooklyn International College Pty Ltd,Registered Training Organisation,NSW,SYDNEY,2000.0,-33.883106,151.203747,117031645,Sydney (South) - Haymarket,11703,Sydney Inner City,17200,Sydney
66692,Brush Farm Corrective Services Academy,Registered Training Organisation,NSW,Sydney,2001.0,-33.884364,151.2036835,117031645,Sydney (South) - Haymarket,11703,Sydney Inner City,17200,Sydney
67853,Bruthafromanothermutha Pty Ltd,Registered Training Organisation,NSW,Wyong,2259.0,-33.2667526,151.4393566,102021057,Wyong,10202,Wyong,11650,Central Coast (NSW)
66172,BSI Group ANZ Pty Limited,Registered Training Organisation,NSW,Macquarie Park,2113.0,-33.7934648,151.134494,126021500,Macquarie Park - Marsfield,12602,Ryde - Hunters Hill,16700,Ryde
13859,BSI Learning Institute Pty Limited,Registered Training Organisation,NSW,SYDNEY,2000.0,-33.8672704,151.2083096,117031644,Sydney (North) - Millers Point,11703,Sydney Inner City,17200,Sydney
66418,Built Form Design Academy,Registered Training Organisation,NSW,OYSTER BAY,2225.0,-34.0123767,151.0768637,128021536,Oyster Bay - Como - Jannali,12802,Sutherland - Menai - Heathcote,17150,Sutherland
86058,Business College of Sydney Pty Ltd,Registered Training Organisation,NSW,Sydney,2000.0,-33.8697508049,151.206409918,117031644,Sydney (North) - Millers Point,11703,Sydney Inner City,17200,Sydney
66744,Business Institute of Australia,Registered Training Organisation,NSW,Broadway,2007.0,-33.8842201,151.1947174,117031331,Glebe - Forest Lodge,11703,Sydney Inner City,17200,Sydney
66897,Business Leadership Institute Australia,Registered Training Organisation,NSW,PARRAMATTA,2150.0,-33.8192917,151.0050493,125041717,Parramatta - North,12504,Parramatta,16260,Parramatta
66425,Business Wise First Aid Training,Registered Training Organisation,NSW,CARDIFF HEIGHTS,2285.0,-32.9249061,151.6712244,111011209,Glendale - Cardiff - Hillsborough,11101,Lake Macquarie - East,14650,Lake Macquarie
11199,Byron Community College,Registered Training Organisation,NSW,MULLUMBIMBY,2482.0,-28.5529769,153.4984601,112011243,Mullumbimby,11201,Richmond Valley - Coastal,11350,Byron
67937,Byron Yoga Centre,Registered Training Organisation,NSW,Byron Bay,2481.0,-28.6466345,153.5996769,112011238,Bangalow,11201,Richmond Valley - Coastal,11350,Byron
66620,C3 College,Registered Training Organisation,NSW,Oxford Falls,2100.0,-33.7394557,151.2445453,122031696,Frenchs Forest - Oxford Falls,12203,Warringah,15990,Northern Beaches
12166,Camden Haven Community College Inc,Registered Training Organisation,NSW,LAURIETON,2443.0,-31.6525052,152.795561,108041162,Laurieton - Bonny Hills,10804,Port Macquarie,16380,Port Macquarie-Hastings
66717,Cameron Jane Make-up Design,Registered Training Organisation,NSW,Sydney,2000.0,-33.8821586,151.2048257,117031645,Sydney (South) - Haymarket,11703,Sydney Inner City,17200,Sydney
13166,Campion College Australia,Higher Education Institutions,NSW,OLD TOONGABBIE,2146.0,-33.7846457,150.9642308,125041493,Toongabbie - Constitution Hill,12504,Parramatta,16260,Parramatta
67931,Cantarella Bros Pty Ltd,Registered Training Organisation,NSW,Silverwater,2128.0,-33.8349949,151.0498647,125011709,Silverwater - Newington,12501,Auburn,16260,Parramatta
66628,Canterbury Business College,Registered Training Organisation,NSW,Surry Hills,2010.0,-33.8838407,151.2112526,117031336,Surry Hills,11703,Sydney Inner City,17200,Sydney
85924,Canterbury Institute of Management,Higher Education Institutions,NSW,Redfern,2016.0,-33.8901732735,151.2014871325,117031642,Redfern,11703,Sydney Inner City,17200,Sydney
86530,CANTERBURY TRAINING AND DEVELOPMENT  INSTITUTE PTY LTD,Registered Training Organisation,NSW,Ultimo,2007.0,-33.8836953,151.1947783,117031331,Glebe - Forest Lodge,11703,Sydney Inner City,17200,Sydney
13188,Capability Resources Pty Ltd,Registered Training Organisation,NSW,RUTHERFORD,2320.0,-32.7147983,151.5113228,106021616,Rutherford (South) - Telarah,10602,Maitland,15050,Maitland
85172,Capstone Institute of Australia,Registered Training Organisation,NSW,SYDNEY,2000.0,-33.87721,151.20607,117031645,Sydney (South) - Haymarket,11703,Sydney Inner City,17200,Sydney
66270,CARE PLUS TRAINING PTY LTD,Registered Training Organisation,NSW,BURWOOD,2134.0,-33.87554,151.10477,120031678,Burwood (NSW),12003,Strathfield - Burwood - Ashfield,11300,Burwood
67114,Career Skills Australia Pty Ltd,Registered Training Organisation,NSW,BELFIELD,2191.0,-33.9044943,151.0775689,120031576,Strathfield South,12003,Strathfield - Burwood - Ashfield,17100,Strathfield
68067,CareFlight Limited,Registered Training Organisation,NSW,Northmead,2152.0,-33.7988419,150.9922014,125041491,Northmead,12504,Parramatta,16260,Parramatta
86266,CARING ALLIANCE PTY LTD,Registered Training Organisation,NSW,Paramatta,2150.0,-33.8190095473,151.0058006545,125041717,Parramatta - North,12504,Parramatta,16260,Parramatta
10128,CASS Training International College,Registered Training Organisation,NSW,SYDNEY,2000.0,-33.8764482,151.2049705,117031645,Sydney (South) - Haymarket,11703,Sydney Inner City,17200,Sydney
66491,Castle Personnel Services Ltd,Registered Training Organisation,NSW,Mayfield,2304.0,-32.898653,151.7374894,111031227,Mayfield - Warabrook,11103,Newcastle,15900,Newcastle
67899,Catch Training Pty Ltd,Registered Training Organisation,NSW,Castle Hill,2154.0,-33.734354,150.9755891,115011553,Castle Hill - Central,11501,Baulkham Hills,17420,The Hills
11302,Catholic Institute of Sydney,Higher Education Institutions,NSW,STRATHFIELD,2135.0,-33.8732533,151.0831194,120031681,Strathfield - West,12003,Strathfield - Burwood - Ashfield,17100,Strathfield
66880,"Catholic Schools Office, Lismore Diocese",Registered Training Organisation,NSW,LISMORE,2480.0,-28.8045794,153.2842399,112021248,Lismore,11202,Richmond Valley - Hinterland,14850,Lismore
67222,Centennial College ,Registered Training Organisation,NSW,SYDNEY,2000.0,-33.871828,151.20585,117031644,Sydney (North) - Millers Point,11703,Sydney Inner City,17200,Sydney
12531,Central Coast Community College,Registered Training Organisation,NSW,OURIMBAH,2258.0,-33.3575167,151.3779896,102021051,Ourimbah - Fountaindale,10202,Wyong,11650,Central Coast (NSW)
